Euring;Sortering;Artnavn;Latin;English;Status;Type
05669;2890;"Mellemkjove/Almindelig Kjove";"Stercorarius pomarinus/S. parasiticus";"Pomarine Jaeger/Parasitic Jaeger";H;ubestemt
05690;2900;Storkjove;"Stercorarius skua";"Great Skua";A;art
05709;2910;"Kjove sp.";Stercorariini;"Jaeger/Skua sp.";H;ubestemt
06540;2920;Lunde;"Fratercula arctica";"Atlantic Puffin";AS;art
06380;2930;Tejst;"Cepphus grylle";"Black Guillemot";A;art
06386;2940;"Tejst, Arktisk (ssp. mandtii)";"Cepphus grylle mandtii";"Black Guillemot (ssp. mandtii)";U;underart
06385;2950;"Tejst, Atlantisk (ssp. arcticus)";"Cepphus grylle arcticus";"Black Guillemot (ssp. arcticus)";A;underart
06381;2960;"Tejst, Baltisk (ssp. grylle)";"Cepphus grylle grylle";"Black Guillemot (ssp. grylle)";A;underart
06360;2970;Alk;"Alca torda";Razorbill;A;art
06361;2980;"Alk, Nordlig (ssp. torda)";"Alca torda torda";"Razorbill (ssp. torda)";A;underart
06362;2990;"Alk, Atlantisk (ssp. islandica)";"Alca torda islandica";"Razorbill (ssp. islandica)";A;underart
06470;3000;Søkonge;"Alle alle";"Little Auk";AS;art
06350;3010;Polarlomvie;"Uria lomvia";"Thick-billed Murre";AU;art
06340;3020;Lomvie;"Uria aalge";"Common Murre";A;art
06341;3030;"Lomvie, Nordlig (ssp. aalge)";"Uria aalge aalge";"Common Murre (ssp. aalge)";A;underart
06343;3040;"Lomvie, Arktisk (ssp. hyperborea)";"Uria aalge hyperborea";"Common Murre (ssp. hyperborea)";AU;underart
06342;3050;"Lomvie, Britisk (ssp. albionis)";"Uria aalge albionis";"Common Murre (ssp. albionis)";A;underart
06369;3060;Lomvie/Alk;"Uria aalge/Alca torda";"Common Murre/Razorbill";H;ubestemt
06569;3070;"Alkefugl sp.";Alcinae;"Auk sp.";H;ubestemt
06220;3080;Brilleterne;"Onychoprion anaethetus";"Bridled Tern";AU;art
06240;3090;Dværgterne;"Sternula albifrons";"Little Tern";A;art
06060;3100;Rovterne;"Hydroprogne caspia";"Caspian Tern";A;art
06050;3110;Sandterne;"Gelochelidon nilotica";"Gull-billed Tern";AS;art
06260;3120;"Hvidskægget Terne";"Chlidonias hybrida";"Whiskered Tern";AU;art
06280;3130;"Hvidvinget Terne";"Chlidonias leucopterus";"White-winged Tern";AS;art
06270;3140;Sortterne;"Chlidonias niger";"Black Tern";A;art
06289;3150;"Moseterne sp.";"Chlidonias sp.";"Tern sp. (Chlidonias)";H;ubestemt
06110;3160;Splitterne;"Thalasseus sandvicensis";"Sandwich Tern";A;art
06120;3170;Aztekerterne;"Thalasseus elegans";"Elegant Tern";AU;art
06160;3180;Havterne;"Sterna paradisaea";"Arctic Tern";A;art
06150;3190;Fjordterne;"Sterna hirundo";"Common Tern";A;art
06159;3200;Fjordterne/Havterne;"Sterna hirundo/S. paradisaea";"Common Tern/Arctic Tern";H;ubestemt
06140;3210;Rosenterne;"Sterna dougallii";"Roseate Tern";AU;art
06259;3220;"Terne sp.";"Sterna/Clidonias/etc sp.";"Tern sp.";H;ubestemt
05780;3230;Dværgmåge;"Hydrocoloeus minutus";"Little Gull";A;art
06010;3240;Rosenmåge;"Rhodostethia rosea";"Ross's Gull";AU;art
06020;3250;Ride;"Rissa tridactyla";"Black-legged Kittiwake";A;art
05790;3260;Sabinemåge;"Xema sabini";"Sabine's Gull";AS;art
06040;3270;Ismåge;"Pagophila eburnea";"Ivory Gull";AU;art
05850;3280;"Tyndnæbbet Måge";"Chroicocephalus genei";"Slender-billed Gull";AU;art
05810;3290;Bonapartemåge;"Chroicocephalus philadelphia";"Bonaparte's Gull";AU;art
05820;3300;Hættemåge;"Chroicocephalus ridibundus";"Black-headed Gull";A;art
05760;3310;Lattermåge;"Leucophaeus atricilla";"Laughing Gull";AU;art
05770;3320;Præriemåge;"Leucophaeus pipixcan";"Franklin's Gull";AU;art
05730;3330;"Stor Sorthovedet Måge";"Ichthyaetus ichthyaetus";"Pallas's Gull";AU;art
05880;3340;Audouinsmåge;"Ichthyaetus audouinii";"Audouin's Gull";AU;art
05750;3350;"Sorthovedet Måge";"Ichthyaetus melanocephalus";"Mediterranean Gull";A;art
05758;3360;"Sorthovedet Måge x Hættemåge (hybrid)";"Ichthyaetus melanocephalus x Chroicocephalus ridibundus";"Mediterranean Gull x Black-headed Gull";H;hybrid
05890;3370;"Ringnæbbet Måge";"Larus delawarensis";"Ring-billed Gull";AU;art
05900;3380;Stormmåge;"Larus canus";"Common Gull";A;art
05901;3390;"Stormmåge (ssp. canus)";"Larus canus canus";"Common Gull (ssp. canus)";A;underart
05902;3400;"Stormmåge, Russisk (ssp. heinei)";"Larus canus heinei";"Common Gull (ssp. heinei)";AS;underart
05930;3410;"Kaspisk Måge";"Larus cachinnans";"Caspian Gull";A;art
05920;3420;Sølvmåge;"Larus argentatus";"European Herring Gull";A;art
05935;3430;"Sølvmåge x Kaspisk Måge (hybrid)";"Larus argentatus x L. cachinnans";"European Herring Gull x Caspian Gull";H;hybrid
05918;3440;"Sølvmåge x Sildemåge (hybrid)";"Larus argentatus x L. fuscus";"European Herring Gull x Lesser Black-backed Gull";H;hybrid
05999;3450;"Sølvmåge x Gråmåge (hybrid)";"Larus argentatus x L. hyperboreus";"European Herring Gull x Glaucous Gull";H;hybrid
05928;3460;"Sølvmåge, Britisk (ssp. argenteus)";"Larus argentatus argenteus";"European Herring Gull (ssp. argenteus)";A;underart
05921;3470;"Sølvmåge, Skandinavisk (ssp. argentatus)";"Larus argentatus argentatus";"European Herring Gull (ssp. argentatus)";A;underart
05915;3480;Middelhavssølvmåge;"Larus michahellis";"Yellow-legged Gull";AS;art
05919;3490;"Armensk Måge";"Larus armenicus";"Armenian Gull";AU;art
06000;3500;Svartbag;"Larus marinus";"Great Black-backed Gull";A;art
05990;3510;Gråmåge;"Larus hyperboreus";"Glaucous Gull";AS;art
05910;3520;Sildemåge;"Larus fuscus";"Lesser Black-backed Gull";A;art
05912;3530;"Sildemåge, Britisk (ssp. graellsii)";"Larus fuscus graellsii";"Lesser Black-backed Gull (ssp. graellsii)";A;underart
05913;3540;"Sildemåge, Nordsøsildemåge (ssp. intermedius)";"Larus fuscus intermedius";"Lesser Black-backed Gull (ssp. intermedius)";A;underart
05911;3550;"Sildemåge, Baltisk (ssp. fuscus)";"Larus fuscus fuscus";"Lesser Black-backed Gull (ssp. fuscus)";AS;underart
05922;3560;"Sildemåge, Sibirisk Måge (ssp. heuglini)";"Larus fuscus heuglini";"Lesser Black-backed Gull (ssp. heuglini)";AU;underart
05960;3570;"Gråvinget Måge";"Larus glaucescens";"Glaucous-winged Gull";AU;art
05980;3580;"Hvidvinget Måge";"Larus glaucoides";"Iceland Gull";AS;art
05981;3590;"Hvidvinget Måge (ssp. glaucoides)";"Larus glaucoides glaucoides";"Iceland Gull (ssp. glaucoides)";AS;underart
05982;3600;"Hvidvinget Måge, Baffinmåge (ssp. kumlieni)";"Larus glaucoides kumlieni";"Iceland Gull (ssp. kumlieni)";AU;underart
05983;3610;"Hvidvinget Måge, Inuitmåge (ssp. thayeri)";"Larus glaucoides thayeri";"Iceland Gull (ssp. thayeri)";AU;underart
06049;3620;"Måge sp.";Larini;"Gull sp.";H;ubestemt
00020;3630;"Rødstrubet Lom";"Gavia stellata";"Red-throated Loon";A;art
00040;3640;Islom;"Gavia immer";"Common Loon";AS;art
00050;3650;"Hvidnæbbet Lom";"Gavia adamsii";"Yellow-billed Loon";AS;art
00049;3660;"Islom/Hvidnæbbet Lom";"Gavia immer/G. adamsii";"Common Loon/Yellow-billed Loon";H;ubestemt
00033;3670;Stillehavslom;"Gavia pacifica";"Pacific Loon";AU;art
00030;3680;"Sortstrubet Lom";"Gavia arctica";"Black-throated Loon";A;art
00029;3690;"Rødstrubet Lom/Sortstrubet Lom";"Gavia stellata/G. arctica";"Red-throated Loon/Black-throated Loon";H;ubestemt
00059;3700;"Lom sp.";Gaviidae;"Loon sp.";H;ubestemt
00140;3710;"Sortbrynet Albatros";"Thalassarche melanophris";"Black-browed Albatross";AU;art
00209;3720;"Albatros sp.";Diomedeidae;"Albatross sp.";HU;ubestemt
00500;3730;"Wilsons Stormsvale";"Oceanites oceanicus";"Wilson's Storm Petrel";AU;art
00520;3740;"Lille Stormsvale";"Hydrobates pelagicus";"European Storm Petrel";AS;art
00550;3750;"Stor Stormsvale";"Hydrobates leucorhous";"Leach's Storm Petrel";AS;art
00639;3760;"Stormsvale sp.";Hydrobatidae;"Storm Petrel sp.";H;ubestemt
00220;3770;Mallemuk;"Fulmarus glacialis";"Northern Fulmar";A;art
00259;3780;"Madeira/Kap Verde/Desertas Petrel";"Pterodroma madeira/feae/deserta";"Zino's/Fea's/Desertas Petrel";HU;ubestemt
00361;3790;"Scopolis Skråpe";"Calonectris diomedea";"Scopoli's Shearwater";AU;art
00362;3800;"Atlantisk Skråpe";"Calonectris borealis";"Cory's Shearwater";AU;art
00360;3810;"Atlantisk Skråpe/Scopolis Skråpe";"Calonectris borealis/C. diomedea";"Cory's Shearwater/Scopolis Shearwater";HU;ubestemt
00369;3820;Atlantisk/Scopolis/Storskråpe;"Calonectris borealis/C. diomedea/Puffinus gravis";"Cory's/Scopolis/Great Shearwater";HU;ubestemt
00430;3830;"Sodfarvet Skråpe";"Ardenna grisea";"Sooty Shearwater";AS;art
00400;3840;Storskråpe;"Ardenna gravis";"Great Shearwater";AU;art
00460;3850;"Almindelig Skråpe";"Puffinus puffinus";"Manx Shearwater";AS;art
00459;3860;"Middelhavsskråpe/Almindelig Skråpe";"Puffinus yelkouan/P. puffinus";"Mediterranean Shearwater/Manx Shearwater";H;ubestemt
00462;3870;Middelhavsskråpe;"Puffinus yelkouan";"Mediterranean Shearwater";AU;art
00455;3880;"Middelhavsskråpe, Balearisk (ssp. mauretanicus)";"Puffinus yelkouan mauretanicus";"Mediterranean Shearwater (ssp. mauretanicus)";AU;underart
00490;3890;Tropeskråpe;"Puffinus lherminieri";"Audubon's Shearwater";AU;art
00499;3900;"Skråpe sp.";Procellariidae;"Shearwater sp.";H;ubestemt
01310;3910;"Sort Stork";"Ciconia nigra";"Black Stork";AS;art
01340;3920;"Hvid Stork";"Ciconia ciconia";"White Stork";A;art
01359;3930;"Stork sp.";Ciconiidae;"Stork sp.";H;ubestemt
00930;3940;Pragtfregatfugl;"Fregata magnificens";"Magnificent Frigatebird";AU;art
00710;3950;Sule;"Morus bassanus";"Northern Gannet";A;art
00700;3960;"Brun Sule";"Sula leucogaster";"Brown Booby";AU;art
00820;3970;Dværgskarv;"Microcarbo pygmaeus";"Pygmy Cormorant";AU;art
00800;3980;Topskarv;"Gulosus aristotelis";"European Shag";AS;art
00720;3990;Skarv;"Phalacrocorax carbo";"Great Cormorant";A;art
00721;4000;"Skarv, Storskarv (ssp. carbo)";"Phalacrocorax carbo carbo";"Great Cormorant (ssp. carbo)";A;underart
00722;4010;"Skarv, Mellemskarv (ssp. sinensis)";"Phalacrocorax carbo sinensis";"Great Cormorant (ssp. sinensis)";A;underart
00849;4020;"Skarv sp.";Phalacrocoracidae;"Cormorant/Shag sp.";H;ubestemt
01360;4030;"Sort Ibis";"Plegadis falcinellus";"Glossy Ibis";AS;art
01370;4040;Eremitibis;"Geronticus eremita";"Northern Bald Ibis";EU;art
34130;4050;"Afrikansk Skestork";"Platalea alba";"African Spoonbill";E;art
01440;4060;Skestork;"Platalea leucorodia";"Eurasian Spoonbill";A;art
01420;4070;"Hellig Ibis";"Threskiornis aethiopicus";"African Sacred Ibis";EU;art
00880;4080;"Hvid Pelikan";"Pelecanus onocrotalus";"Great White Pelican";DU;art
00900;4090;Rosapelikan;"Pelecanus rufescens";"Pink-backed Pelican";E;art
00890;4100;"Krøltoppet Pelikan";"Pelecanus crispus";"Dalmatian Pelican";AU;art
00919;4110;"Pelikan sp.";Pelecanidae;"Pelican sp.";HU;ubestemt
00950;4120;Rørdrum;"Botaurus stellaris";"Eurasian Bittern";A;art
00960;4130;"Amerikansk Rørdrum";"Botaurus lentiginosus";"American Bittern";AU;art
00980;4140;Dværghejre;"Botaurus minutus";"Little Bittern";AU;art
01190;4150;Silkehejre;"Egretta garzetta";"Little Egret";AS;art
01040;4160;Nathejre;"Nycticorax nycticorax";"Black-crowned Night Heron";AU;art
01080;4170;Tophejre;"Ardeola ralloides";"Squacco Heron";AU;art
01210;4180;Sølvhejre;"Ardea alba";"Great Egret";A;art
01110;4190;Kohejre;"Ardea ibis";"Western Cattle Egret";AS;art
01219;4200;"Hejre sp. (hvid)";Ardeidae;"Egret/Heron sp. (white)";H;ubestemt
01240;4210;Purpurhejre;"Ardea purpurea";"Purple Heron";AU;art
01220;4220;Fiskehejre;"Ardea cinerea";"Grey Heron";A;art
01259;4230;"Hejre sp.";Ardeidae;"Heron sp.";H;ubestemt
07780;4240;Natravn;"Caprimulgus europaeus";"European Nightjar";A;art
07810;4250;Ørkennatravn;"Caprimulgus aegyptius";"Egyptian Nightjar";AU;art
07920;4260;Tornhalesejler;"Hirundapus caudacutus";"White-throated Needletail";AU;art
07980;4270;Alpesejler;"Tachymarptis melba";"Alpine Swift";AU;art
07970;4280;Orientsejler;"Apus pacificus";"Pacific Swift";AU;art
07990;4290;Kaffersejler;"Apus caffer";"White-rumped Swift";AU;art
08000;4300;"Lille Sejler";"Apus affinis";"Little Swift";AU;art
07950;4310;Mursejler;"Apus apus";"Common Swift";A;art
07960;4320;Gråsejler;"Apus pallidus";"Pallid Swift";AU;art
08009;4330;"Sejler sp.";"Apus sp.";"Swift sp.";H;ubestemt
07350;4340;Slørugle;"Tyto alba";"Western Barn Owl";A;art
07351;4350;"Slørugle, Hvidbrystet (ssp. alba)";"Tyto alba alba";"Western Barn Owl (ssp. alba)";AU;underart
07352;4360;"Slørugle, Mørkbrystet (ssp. guttata)";"Tyto alba guttata";"Western Barn Owl (ssp. guttata)";A;underart
07700;4370;Perleugle;"Aegolius funereus";"Boreal Owl";AS;art
07570;4380;Kirkeugle;"Athene noctua";"Little Owl";AS;art
07500;4390;Høgeugle;"Surnia ulula";"Northern Hawk-Owl";AU;art
07510;4400;Spurveugle;"Glaucidium passerinum";"Eurasian Pygmy Owl";AU;art
07390;4410;Dværghornugle;"Otus scops";"Eurasian Scops Owl";AU;art
07680;4420;Mosehornugle;"Asio flammeus";"Short-eared Owl";A;art
07679;4430;Skovhornugle/Mosehornugle;"Asio otus/A. flammeus";"Long-eared Owl/Short-eared Owl";H;ubestemt
07670;4440;Skovhornugle;"Asio otus";"Long-eared Owl";A;art
07490;4450;Sneugle;"Bubo scandiacus";"Snowy Owl";AU;art
07440;4460;"Stor Hornugle";"Bubo bubo";"Eurasian Eagle-Owl";C;art
07610;4470;Natugle;"Strix aluco";"Tawny Owl";A;art
07719;4480;"Ugle sp.";Strigidae;"Owl sp.";H;ubestemt
02270;4490;Kalkungrib;"Cathartes aura";"Turkey Vulture";E;art
03010;4500;Fiskeørn;"Pandion haliaetus";"Western Osprey";A;art
02350;4510;"Blå Glente";"Elanus caeruleus";"Black-winged Kite";AU;art
02460;4520;Lammegrib;"Gypaetus barbatus";"Bearded Vulture";EU;art
02470;4530;Ådselgrib;"Neophron percnopterus";"Egyptian Vulture";AU;art
02310;4540;Hvepsevåge;"Pernis apivorus";"European Honey Buzzard";A;art
02320;4550;Tophvepsevåge;"Pernis ptilorhynchus";"Crested Honey Buzzard";AU;art
02550;4560;Munkegrib;"Aegypius monachus";"Cinereous Vulture";EU;art
02510;4570;Gåsegrib;"Gyps fulvus";"Griffon Vulture";AU;art
02530;4580;"Rüppells Grib";"Gyps rueppelli";"Rüppell's Vulture";E;art
02559;4590;"Grib sp.";"Gypeatus/Gyps/Aegypticus/Neophron sp.";"Vulture sp.";HU;ubestemt
02560;4600;Slangeørn;"Circaetus gallicus";"Short-toed Snake Eagle";AU;art
02930;4610;"Stor Skrigeørn";"Clanga clanga";"Greater Spotted Eagle";AU;art
02929;4620;"Lille Skrigeørn/Stor Skrigeørn";"Clanga pomarina/C. clanga";"Lesser Spotted Eagle/Greater Spotted Eagle";HS;ubestemt
02920;4630;"Lille Skrigeørn";"Clanga pomarina";"Lesser Spotted Eagle";AS;art
02980;4640;Dværgørn;"Hieraaetus pennatus";"Booted Eagle";AU;art
02945;4650;Steppeørn;"Aquila nipalensis";"Steppe Eagle";AU;art
02950;4660;Kejserørn;"Aquila heliaca";"Eastern Imperial Eagle";AU;art
02960;4670;Kongeørn;"Aquila chrysaetos";"Golden Eagle";AS;art
02990;4680;Høgeørn;"Aquila fasciata";"Bonelli's Eagle";AU;art
02979;4690;"Ørn sp.";"Aquila/Clanga/Haliaeetus/Hieraatus sp.";"Eagle sp.";H;ubestemt
02690;4700;Spurvehøg;"Accipiter nisus";"Eurasian Sparrowhawk";A;art
02670;4710;Duehøg;"Astur gentilis";"Northern Goshawk";A;art
02672;4720;"Duehøg, Russisk (ssp. buteoides)";"Astur gentilis buteoides";"Northern Goshawk (ssp. buteoides)";AU;underart
02749;4730;"Høg sp.";"Accipiter/Astur sp.";"Hawk sp.";H;ubestemt
02620;4740;Steppehøg;"Circus macrourus";"Pallid Harrier";AS;art
02610;4750;"Blå Kærhøg";"Circus cyaneus";"Hen Harrier";A;art
02615;4760;"Amerikansk Kærhøg";"Circus hudsonius";"Northern Harrier";AU;art
02630;4770;Hedehøg;"Circus pygargus";"Montagu's Harrier";A;art
02619;4780;"Blå Kærhøg x Steppehøg (hybrid)";"Circus cyaneus x C. macrourus";"Hen Harrier x Pallid Harrier";H;hybrid
02629;4790;Steppehøg/Hedehøg;"Circus macrourus/C. pygargus";"Pallid Harrier/Montagu's Harrier";H;ubestemt
02600;4800;Rørhøg;"Circus aeruginosus";"Western Marsh Harrier";A;art
02649;4810;"Kærhøg sp.";"Circus sp.";"Harrier sp.";H;ubestemt
02390;4820;"Rød Glente";"Milvus milvus";"Red Kite";A;art
02380;4830;"Sort Glente";"Milvus migrans";"Black Kite";AS;art
02382;4840;"Sort Glente, Gulnæbbet (ssp. parasitus)";"Milvus migrans parasitus";"Black Kite (ssp. parasitus)";DU;underart
02388;4850;"Sort Glente/Rød Glente";"Milvus migrans/M. milvus";"Black Kite/Red Kite";H;ubestemt
02389;4860;"Sort Glente x Rød Glente (hybrid)";"Milvus migrans x M. milvus";"Black Kite x Red Kite";H;hybrid
02450;4870;Beringhavørn;"Haliaeetus pelagicus";"Steller's Sea Eagle";EU;art
02430;4880;Havørn;"Haliaeetus albicilla";"White-tailed Eagle";A;art
02440;4890;"Hvidhovedet Havørn";"Haliaeetus leucocephalus";"Bald Eagle";EU;art
02900;4900;Fjeldvåge;"Buteo lagopus";"Rough-legged Buzzard";A;art
02870;4910;Musvåge;"Buteo buteo";"Common Buzzard";A;art
02872;4920;"Musvåge, Steppevåge (ssp. vulpinus)";"Buteo buteo vulpinus";"Common Buzzard (ssp. vulpinus)";AU;underart
02880;4930;Ørnevåge;"Buteo rufinus";"Long-legged Buzzard";AU;art
02919;4940;"Våge sp.";"Buteo sp.";"Buzzard sp.";H;ubestemt
08460;4950;Hærfugl;"Upupa epops";"Eurasian Hoopoe";AS;art
08410;4960;Ellekrage;"Coracias garrulus";"European Roller";AU;art
08400;4970;Biæder;"Merops apiaster";"European Bee-eater";AS;art
08390;4980;"Grøn Biæder";"Merops persicus";"Blue-cheeked Bee-eater";AU;art
08310;4990;Isfugl;"Alcedo atthis";"Common Kingfisher";A;art
08480;5000;Vendehals;"Jynx torquilla";"Eurasian Wryneck";A;art
08560;5010;Grønspætte;"Picus viridis";"European Green Woodpecker";A;art
08630;5020;Sortspætte;"Dryocopus martius";"Black Woodpecker";A;art
08500;5030;Guldspætte;"Colaptes auratus";"Northern Flicker";AU;art
08980;5040;"Tretået Spætte";"Picoides tridactylus";"Eurasian Three-toed Woodpecker";AU;art
08830;5050;Mellemflagspætte;"Dendrocoptes medius";"Middle Spotted Woodpecker";AS;art
08760;5060;"Stor Flagspætte";"Dendrocopos major";"Great Spotted Woodpecker";A;art
08761;5070;"Stor Flagspætte, Nordlig (ssp. major)";"Dendrocopos major major";"Great Spotted Woodpecker (ssp. major)";A;underart
08764;5080;"Stor Flagspætte, Sydlig (ssp. pinetorum)";"Dendrocopos major pinetorum";"Great Spotted Woodpecker (ssp. pinetorum)";A;underart
08769;5090;"Stor Flagspætte x Hvidrygget Flagspætte (hybrid)";"Dendrocopos major x D. leucotos";"Great Spotted Woodpecker x White-backed Woodpecker";HU;hybrid
08870;5100;"Lille Flagspætte";"Dryobates minor";"Lesser Spotted Woodpecker";A;art
08871;5110;"Lille Flagspætte, Nordlig (ssp. minor)";"Dryobates minor minor";"Lesser Spotted Woodpecker (ssp. minor)";A;underart
08876;5120;"Lille Flagspætte, Sydlig (ssp. hortorum)";"Dryobates minor hortorum";"Lesser Spotted Woodpecker (ssp. hortorum)";A;underart
09019;5130;"Spætte sp.";Picidae;"Woodpecker sp.";H;ubestemt
03030;5140;"Lille Tårnfalk";"Falco naumanni";"Lesser Kestrel";AU;art
03040;5150;Tårnfalk;"Falco tinnunculus";"Common Kestrel";A;art
03050;5160;"Amerikansk Tårnfalk";"Falco sparverius";"American Kestrel";BU;art
03070;5170;Aftenfalk;"Falco vespertinus";"Red-footed Falcon";AS;art
03090;5180;Dværgfalk;"Falco columbarius";Merlin;A;art
03110;5190;Eleonorafalk;"Falco eleonorae";"Eleonora's Falcon";AU;art
03100;5200;Lærkefalk;"Falco subbuteo";"Eurasian Hobby";A;art
03109;5210;Lærkefalk/Aftenfalk;"Falco subbuteo/F. vespertinus";"Eurasian Hobby/Red-footed Falcon";H;ubestemt
03200;5220;Vandrefalk;"Falco peregrinus";"Peregrine Falcon";A;art
03205;5230;"Vandrefalk, Sibirisk (ssp. calidus)";"Falco peregrinus calidus";"Peregrine Falcon (ssp. calidus)";AU;underart
03140;5240;Lannerfalk;"Falco biarmicus";"Lanner Falcon";DU;art
03180;5250;Jagtfalk;"Falco rusticolus";Gyrfalcon;AU;art
03160;5260;Slagfalk;"Falco cherrug";"Saker Falcon";AU;art
03189;5270;"Storfalk sp.";"Falco sp.";"Large Falcon sp.";H;ubestemt
03219;5280;"Falk sp.";"Falco sp.";"Falcon sp.";H;ubestemt
40010;5290;Nymfeparakit;"Nymphicus hollandicus";Cockatiel;E;art
07085;5300;Munkeparakit;"Myiopsitta monachus";"Monk Parakeet";E;art
07087;5305;Soldaterara;"Ara militaris";"Military Macaw";E;art
07135;5310;"Stor Alexanderparakit";"Psittacula eupatria";"Alexandrine Parakeet";E;art
07120;5320;Alexanderparakit;"Psittacula krameri";"Rose-ringed Parakeet";E;art
40000;5330;Undulat;"Melopsittacus undulatus";Budgerigar;E;art
07149;5340;"Papegøje sp.";Psittacidae;"Parakeet/Parrot sp.";H;ubestemt
16330;5350;"Rødøjet Vireo";"Vireo olivaceus";"Red-eyed Vireo";AU;art
15080;5360;Pirol;"Oriolus oriolus";"Eurasian Golden Oriole";AS;art
15200;5370;"Stor Tornskade";"Lanius excubitor";"Great Grey Shrike";A;art
15195;5380;"Stor Tornskade, Ørkentornskade (ssp. pallidirostris)";"Lanius excubitor pallidirostris";"Great Grey Shrike (ssp. pallidirostris)";AU;underart
15190;5390;"Rosenbrystet Tornskade";"Lanius minor";"Lesser Grey Shrike";AU;art
15230;5400;"Rødhovedet Tornskade";"Lanius senator";"Woodchat Shrike";AU;art
15150;5410;"Rødrygget Tornskade";"Lanius collurio";"Red-backed Shrike";A;art
15140;5420;Turkestantornskade;"Lanius phoenicuroides";"Red-tailed Shrike";AU;art
15170;5430;"Langhalet Tornskade";"Lanius schach";"Long-tailed Shrike";AU;art
15130;5440;"Brun Tornskade";"Lanius cristatus";"Brown Shrike";AU;art
15249;5450;"Tornskade sp.";"Lanius sp.";"Shrike sp.";H;ubestemt
15470;5460;"Iberisk Blåskade";"Cyanopica cooki";"Iberian Magpie";E;art
15390;5470;Skovskade;"Garrulus glandarius";"Eurasian Jay";A;art
15490;5480;Husskade;"Pica pica";"Eurasian Magpie";A;art
15570;5490;Nøddekrige;"Nucifraga caryocatactes";"Spotted Nutcracker";AS;art
15571;5500;"Nøddekrige, Tyknæbbet (ssp. caryocatactes)";"Nucifraga caryocatactes caryocatactes";"Spotted Nutcracker (ssp. caryocatactes)";AS;underart
15572;5510;"Nøddekrige, Tyndnæbbet (ssp. macrorhynchos)";"Nucifraga caryocatactes macrorhynchos";"Spotted Nutcracker (ssp. macrorhynchos)";AS;underart
15610;5520;"Sibirisk Allike";"Coloeus dauuricus";"Daurian Jackdaw";AU;art
15600;5530;Allike;"Coloeus monedula";"Western Jackdaw";A;art
15601;5540;"Allike, Almindelig (ssp. monedula)";"Coloeus monedula monedula";"Western Jackdaw (ssp. monedula)";A;underart
15603;5550;"Allike, Vestlig (ssp. spermologus)";"Coloeus monedula spermologus";"Western Jackdaw (ssp. spermologus)";A;underart
15602;5560;"Allike, Halsbåndsallike (ssp. soemmerringii)";"Coloeus monedula soemmerringii";"Western Jackdaw (ssp. soemmerringii)";U;underart
15630;5570;Råge;"Corvus frugilegus";Rook;A;art
15700;5580;"Broget Krage";"Corvus albus";"Pied Crow";EU;art
15720;5590;Ravn;"Corvus corax";"Northern Raven";A;art
15749;5600;"Kragefugl sp.";Corvidae;"Corvid sp.";H;ubestemt
15670;5610;Krage;"Corvus corone";"Carrion Crow";A;art
15671;5620;"Krage, Sortkrage (ssp. corone)";"Corvus corone corone";"Carrion Crow (ssp. corone)";A;underart
15673;5630;"Krage, Gråkrage (ssp. cornix)";"Corvus corone cornix";"Hooded Crow (ssp. cornix)";A;underart
15679;5640;"Sortkrage x Gråkrage (hybrid)";"Corvus c. corone x C. c. cornix";"Carrion Crow x Hooded Crow";H;hybrid
14900;5650;Pungmejse;"Remiz pendulinus";"Eurasian Penduline Tit";AS;art
14620;5660;Blåmejse;"Cyanistes caeruleus";"Eurasian Blue Tit";A;art
14640;5670;Musvit;"Parus major";"Great Tit";A;art
14610;5680;Sortmejse;"Periparus ater";"Coal Tit";A;art
14540;5690;Topmejse;"Lophophanes cristatus";"European Crested Tit";A;art
14400;5700;Sumpmejse;"Poecile palustris";"Marsh Tit";A;art
14420;5710;Fyrremejse;"Poecile montanus";"Willow Tit";A;art
14423;5720;"Fyrremejse, Pilemejse (ssp. salicarius)";"Poecile montanus salicarius";"Willow Tit (ssp. salicarius)";A;underart
14421;5730;"Fyrremejse, Nordlig (ssp. borealis)";"Poecile montanus borealis";"Willow Tit (ssp. borealis)";AU;underart
14409;5740;Sumpmejse/Fyrremejse;"Poecile palustris/P. montanus";"Marsh Tit/Willow Tit";H;ubestemt
14669;5750;"Mejse sp.";"Parus/Poecile/etc. sp.";"Tit sp.";H;ubestemt
13640;5760;Skægmejse;"Panurus biarmicus";"Bearded Reedling";A;art
09740;5770;Hedelærke;"Lullula arborea";Woodlark;A;art
09760;5780;Sanglærke;"Alauda arvensis";"Eurasian Skylark";A;art
09720;5790;Toplærke;"Galerida cristata";"Crested Lark";AS;art
09780;5800;Bjerglærke;"Eremophila alpestris";"Horned Lark";A;art
09680;5810;"Korttået Lærke";"Calandrella brachydactyla";"Greater Short-toed Lark";AU;art
09620;5820;"Østlig Kalanderlærke";"Melanocorypha bimaculata";"Bimaculated Lark";AU;art
09799;5830;"Lærke sp.";Alaudidae;"Lark sp.";H;ubestemt
12260;5840;Cistussanger;"Cisticola juncidis";"Zitting Cisticola";AU;art
12590;5850;Gulbug;"Hippolais icterina";"Icterine Warbler";A;art
12600;5860;Spottesanger;"Hippolais polyglotta";"Melodious Warbler";AU;art
12560;5870;"Lille Gulbug";"Iduna caligata";"Booted Warbler";AU;art
