TAXON_ORDER,CATEGORY,SPECIES_CODE,TAXON_CONCEPT_ID,English (Clements),Scientific (Clements),ORDER,FAMILY,SPECIES_GROUP,REPORT_AS,EBIRD,Scientific (AviList),English (AviList),AvibaseID,norm_com_name,taxon_order,category,species_code,bio_concept_code,primary_com_name,sci_name,order1,family,species_group,sparse_report_as,report_as,four_letter_code,extinct,extinct_year,Afrikaans,Albanian,Arabic,Armenian,Assamese,Asturleonese,Azerbaijani,Bangla (Bangladesh),Bengali (India),Bengali,Bulgarian,Catalan,Chinese - Mandarin (trad),"Chinese, Hong Kong","Chinese, Simple","Creole, Haiti",Croatian,Czech,Danish,Dutch,English (AviList)_translations,English,"English, Australia","English, Bangladesh","English, HBW","English, Hawaii","English, Hong Kong","English, IOC","English, India","English, Kenya","English, Malaysia","English, New Zealand","English, Philippines","English, South Africa","English, UAE","English, United Kingdom","English, United States",Estonian,Euskera,Faroese,Finnish,French,"French, AOS","French, Canada","French, France","French, French Guiana","French, Guadeloupe","French, Haiti",Galician,Georgian,German,Greek,Gujarati,Hebrew,Hindi,Hungarian,Icelandic,Indonesian,Italian,Japanese,Kannada,Kashmiri (India),Kazakh,Konkani,Korean,Kyrgyz,Ladakhi,Latvian,Lithuanian,Malayalam,Manipuri,Marathi,Mizo,Mongolian,Māori,Nepali (India),Nepali (Nepal),Norwegian,Odia,Persian,Polish,"Portuguese, Angola","Portuguese, Azores","Portuguese, Brazil","Portuguese, Madeira","Portuguese, Portugal","Punjabi, India",Romanian,Russian,Serbian,Slovak,Slovenian,Spanish,"Spanish, Argentina","Spanish, Chile","Spanish, Costa Rica","Spanish, Cuba","Spanish, Dominican Republic","Spanish, Ecuador","Spanish, Honduras","Spanish, Mexico","Spanish, Panama","Spanish, Paraguay","Spanish, Peru","Spanish, Puerto Rico","Spanish, Spain","Spanish, Uruguay","Spanish, Venezuela",Swedish,"Tamil, India",Telugu,Thai,Turkish,Ukrainian,Zulu,pri_com_name_indxd,authority_code,authority_ver,Scientific (AviList)_sci
24690,species,sttbul2,avibase-E68BC96B,Pale-eyed Bulbul,Pycnonotus davisoni,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,https://ebird.org/species/sttbul2,Pycnonotus davisoni,Pale-eyed Bulbul,avibase-E68BC96B,paleeyedbulbul,24460,species,sttbul2,avibase-E68BC96B,Pale-eyed Bulbul,Pycnonotus davisoni,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,sttbul2,,0,,,,,,,,,,,,Жълтоглав бюлбюл,bulbul de Davison,,,,,prugastoglavi bulbul,,,Bleekoogbuulbuul,Pale-eyed Bulbul,Pale-eyed Bulbul,,,Pale-eyed Bulbul,,,Pale-eyed Bulbul,,,,,,,,,Pale-eyed Bulbul,birma kriimpea-bülbül,,,,Bulbul de Davison,,Bulbul de Davison,,,,,,,Blassaugenbülbül,,,,,,,,,,,,,,,,,,,,,,,,,,,hvitøyebylbyl,,,bilbil birmański,,,,,,,,,Svetlooki bulbul,bylbyl zelenkavý,,Bulbul de Davison,,,,,,,,,,,,,Bulbul de Davison,,,ljusögd bulbyl,,,,Açık Gözlü Arapbülbülü,,,"Bulbul, Pale-eyed",EBIRD,2024,Pycnonotus davisoni
24691,species,sttbul3,avibase-249A8210,Stripe-throated Bulbul,Pycnonotus finlaysoni,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,https://ebird.org/species/sttbul3,Pycnonotus finlaysoni,Stripe-throated Bulbul,avibase-249A8210,stripethroatedbulbul,24461,species,sttbul3,avibase-249A8210,Stripe-throated Bulbul,Pycnonotus finlaysoni,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,sttbul3,,0,,,,,,,,,,,,Жълточел бюлбюл,bulbul de Finlayson,,,纹喉鹎,,zlatnoprugi bulbul,,,Vlekkeelbuulbuul,Stripe-throated Bulbul,Stripe-throated Bulbul,,,Stripe-throated Bulbul,,,Stripe-throated Bulbul,,,,,,,,,Stripe-throated Bulbul,kriimpea-bülbül,,,keltaviirubulbuli,Bulbul de Finlayson,,Bulbul de Finlayson,,,,,,,Streifenkehlbülbül,,,,,,,,,,,,,,,,,,,,,,,,,,,strekstrupebylbyl,,,bilbil złotolicy,,,,,,,,Пестрогорлый бюльбюль,Prugastogrli bulbul,bylbyl ozdobný,,Bulbul de Finlayson,,,,,,,,,,,,,Bulbul de Finlayson,,,gulstreckig bulbyl,,,นกปรอดคอลาย,Sarı Çizgili Arapbülbülü,Бюльбюль золотогорлий,,"Bulbul, Stripe-throated",EBIRD,2024,Pycnonotus finlaysoni
24696,species,flabul1,avibase-9F6CB52D,Flavescent Bulbul,Pycnonotus flavescens,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,https://ebird.org/species/flabul1,Pycnonotus flavescens,Flavescent Bulbul,avibase-9F6CB52D,flavescentbulbul,24466,species,flabul1,avibase-9F6CB52D,Flavescent Bulbul,Pycnonotus flavescens,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,flabul1,,0,,,,,,,,,,,,Коронован бюлбюл,bulbul groguenc,,,黄绿鹎,,žutotrbi bulbul,,,Geelwangbuulbuul,Flavescent Bulbul,Flavescent Bulbul,,,Flavescent/Pale-faced Bulbul,,,Flavescent Bulbul,,,,,,,,,Flavescent Bulbul,nõlvabülbül,,,mustaohjasbulbuli,Bulbul flavescent,,Bulbul flavescent,,,,,,,Grauohrbülbül,,,,,,,Merbah Indocina,,カオジロヒヨドリ,,,,,,,,,,,Khoining yaiman,,Seṭawt,Ухаа бөлбөл,,,,gulstenkbylbyl,,,bilbil żółtawy,,,,,,,,Светлобровый бюльбюль,Žućkasti bulbul,bylbyl žltavý,,Bulbul Amarillento,,,,,,,,,,,,,Bulbul amarillento,,,svarttyglad bulbyl,,,นกปรอดหัวตาขาว,Sarımsı Arapbülbülü,Бюльбюль сосновий,,"Bulbul, Flavescent",EBIRD,2024,Pycnonotus flavescens
24700,species,orsbul2,avibase-B4BD2218,Aceh Bulbul,Pycnonotus snouckaerti,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,https://ebird.org/species/orsbul2,Pycnonotus snouckaerti,Aceh Bulbul,avibase-B4BD2218,acehbulbul,24470,species,orsbul2,avibase-B4BD2218,Aceh Bulbul,Pycnonotus snouckaerti,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,orsbul2,,0,,,,,,,,,,,,Червеночел бюлбюл,bulbul d'Aceh,,,,,narančastočeli bulbul,,,Atjehbuulbuul,Aceh Bulbul,Aceh Bulbul,,,Aceh Bulbul,,,Aceh Bulbul,,,,,,,,,Aceh Bulbul,acehi tupsbülbül,,,,Bulbul d'Aceh,,Bulbul d'Aceh,,,,,,,Goldzügelbülbül,,,,,,,Cucak aceh,,,,,,,,,,,,,,,,,,,,acehbylbyl,,,bilbil krótkodzioby,,,,,,,,Оранжевобровый бюльбюль,Crvenočeli bulbul,bylbyl hnedkavobruchý,,Bulbul Bimaculado Norteño,,,,,,,,,,,,,Bulbul de Snouckaert,,,acehbulbyl,,,,Açe Arapbülbülü,Бюльбюль короткодзьобий,,"Bulbul, Aceh",EBIRD,2024,Pycnonotus snouckaerti
24701,species,orsbul3,avibase-6EFA005F,Orange-spotted Bulbul,Pycnonotus bimaculatus,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,https://ebird.org/species/orsbul3,Pycnonotus bimaculatus,Orange-spotted Bulbul,avibase-6EFA005F,orangespottedbulbul,24471,species,orsbul3,avibase-6EFA005F,Orange-spotted Bulbul,Pycnonotus bimaculatus,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,orsbul3,,0,,,,,,,,,,,,Оранжевобуз бюлбюл,bulbul bimaculat,,,,,žutolici bulbul,,,Goudteugelbuulbuul,Orange-spotted Bulbul,Orange-spotted Bulbul,,,Orange-spotted Bulbul,,,Orange-spotted Bulbul,,,,,,,,,Orange-spotted Bulbul,tupsbülbül,,,keltatäpläbulbuli,Bulbul bimaculé,,Bulbul bimaculé,,,,,,,Goldfleckbülbül,,,,,,,Cucak gunung,,,,,,,,,,,,,,,,,,,,oransjeflekkbylbyl,,,bilbil złotobrewy,,,,,,,,Оранжеволобый бюльбюль,Narandžastopegi bulbul,bylbyl pestrohlavý,,Bulbul Bimaculado,,,,,,,,,,,,,Bulbul bimaculado,,,orangetyglad bulbyl,,,,Turuncu Alınlı Arapbülbülü,Бюльбюль золотобровий,,"Bulbul, Orange-spotted",EBIRD,2024,Pycnonotus bimaculatus
24705,species,flabul3,avibase-9B0BF560,Pale-faced Bulbul,Pycnonotus leucops,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,https://ebird.org/species/flabul3,Pycnonotus leucops,Pale-faced Bulbul,avibase-9B0BF560,palefacedbulbul,24475,species,flabul3,avibase-9B0BF560,Pale-faced Bulbul,Pycnonotus leucops,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,flabul3,,0,,,,,,,,,,,,Белолик бюлбюл,bulbul carablanc,,,,,zlatnoguzi bulbul,,,Bleekgezichtbuulbuul,Pale-faced Bulbul,Pale-faced Bulbul,,,Pale-faced Bulbul,,,Pale-faced Bulbul,,,,,,,,,Pale-faced Bulbul,kinabalu nõlvabülbül,,,,Bulbul à face pâle,,Bulbul à face pâle,,,,,,,Weißwangenbülbül,,,,,,,Merbah gunung,,,,,,,,,,,,,,,,,,,,hvitfjesbylbyl,,,bilbil jasnolicy,,,,,,,,,Svetloliki bulbul,bylbyl bledolíci,,Bulbul Cariclaro,,,,,,,,,,,,,Bulbul cariclaro,,,vitmaskad bulbyl,,,,Açık Yüzlü Arapbülbülü,,,"Bulbul, Pale-faced",EBIRD,2024,Pycnonotus leucops
24706,species,yetbul1,avibase-12D2FAB5,Yellow-throated Bulbul,Pycnonotus xantholaemus,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,https://ebird.org/species/yetbul1,Pycnonotus xantholaemus,Yellow-throated Bulbul,avibase-12D2FAB5,yellowthroatedbulbul,24476,species,yetbul1,avibase-12D2FAB5,Yellow-throated Bulbul,Pycnonotus xantholaemus,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,yetbul1,,0,,,,,,,,,,,,Жълтогуш бюлбюл,bulbul capdaurat,,,,,žutoglavi bulbul,,,Geelkeelbuulbuul,Yellow-throated Bulbul,Yellow-throated Bulbul,,,Yellow-throated Bulbul,,,Yellow-throated Bulbul,,,,,,,,,Yellow-throated Bulbul,rahnubülbül,,,keltakurkkubulbuli,Bulbul à menton jaune,,Bulbul à menton jaune,,,,,,,Goldkehlbülbül,,,,,,,,,キノドヒヨドリ,ಹಳದಿಕೊರಳಿನ ಪಿಕಳಾರ,,,,,,,,,മഞ്ഞത്താലി ബുൾബുൾ,,,,,,,,gulstrupebylbyl,,,bilbil żółtogardły,,,,,,,,Золотистогорлый бюльбюль,Žutogrli bulbul,bylbyl zlatohrdlý,,Bulbul Gorjigualdo,,,,,,,,,,,,,Bulbul gorjigualdo,,,gulhuvad bulbyl,,కొండ పొద పిగిలిపిట్ట,,Sarı Başlı Arapbülbülü,Бюльбюль жовтогорлий,,"Bulbul, Yellow-throated",EBIRD,2024,Pycnonotus xantholaemus
24707,species,yeebul1,avibase-4F30CD0E,Yellow-eared Bulbul,Pycnonotus penicillatus,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,https://ebird.org/species/yeebul1,Pycnonotus penicillatus,Yellow-eared Bulbul,avibase-4F30CD0E,yellowearedbulbul,24477,species,yeebul1,avibase-4F30CD0E,Yellow-eared Bulbul,Pycnonotus penicillatus,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,yeebul1,,0,,,,,,,,,,,,Жълтоух бюлбюл,bulbul orellut,,,,,žutouhi bulbul,,,Geelpluimbuulbuul,Yellow-eared Bulbul,Yellow-eared Bulbul,,,Yellow-eared Bulbul,,,Yellow-eared Bulbul,,,,,,,,,Yellow-eared Bulbul,sarvikbülbül,,,srilankanbulbuli,Bulbul oreillard,,Bulbul oreillard,,,,,,,Schmuckbülbül,,,,,,,,,キミミヒヨドリ,,,,,,,,,,,,,,,,,,duskbylbyl,,,bilbil żółtouchy,,,,,,,,Желтобровый бюльбюль,Žutouhi bulbul,bylbyl uškatý,,Bulbul Orejudo,,,,,,,,,,,,,Bulbul orejudo,,,gulörad bulbyl,,,,Sarı Kulaklı Arapbülbülü,Бюльбюль цейлонський,,"Bulbul, Yellow-eared",EBIRD,2024,Pycnonotus penicillatus
24708,species,brbbul1,avibase-0604A8C5,Brown-breasted Bulbul,Pycnonotus xanthorrhous,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,https://ebird.org/species/brbbul1,Pycnonotus xanthorrhous,Brown-breasted Bulbul,avibase-0604A8C5,brownbreastedbulbul,24478,species,brbbul1,avibase-0604A8C5,Brown-breasted Bulbul,Pycnonotus xanthorrhous,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,brbbul1,,0,,,,,,,,,,,,Кафявогръд бюлбюл,bulbul pitbrú,,黃臀鵯,黄臀鹎,,crnokapi bulbul,,,Bruinborstbuulbuul,Brown-breasted Bulbul,Brown-breasted Bulbul,,,Brown-breasted Bulbul,,,Brown-breasted Bulbul,,,,,,,,,Brown-breasted Bulbul,pruunpõsk-bülbül,,,rusovyöbulbuli,Bulbul à poitrine brune,,Bulbul à poitrine brune,,,,,,,Braunbrustbülbül,,,,,,,,,ノドジロヒヨドリ,,,,,,,,,,,,,,,,,,brunbrystbylbyl,,,bilbil białogardły,,,,,,,,Бурогрудый бюльбюль,Smeđogrudi bulbul,bylbyl hnedoprsý,,Bulbul Pechipardo,,,,,,,,,,,,,Bulbul pechipardo,,,brunbröstad bulbyl,,,นกปรอดหัวโขนก้นเหลือง,Bıyıklı Arapbülbülü,Бюльбюль білогорлий,,"Bulbul, Brown-breasted",EBIRD,2024,Pycnonotus xanthorrhous
24711,species,livbul1,avibase-BB5650EB,Light-vented Bulbul,Pycnonotus sinensis,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,https://ebird.org/species/livbul1,Pycnonotus sinensis,Light-vented Bulbul,avibase-BB5650EB,lightventedbulbul,24481,species,livbul1,avibase-BB5650EB,Light-vented Bulbul,Pycnonotus sinensis,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,livbul1,,0,,,,,,,,,,,,Китайски бюлбюл,bulbul de la Xina,白頭翁,白頭鵯,白头鹎,,kineski bulbul,,,Chinese buulbuul,Light-vented Bulbul,Light-vented Bulbul,,,Light-vented Bulbul,,Chinese Bulbul,Light-vented Bulbul,,,,,,,,,Light-vented Bulbul,hiina bülbül,,,kiinanbulbuli,Bulbul de Chine,,Bulbul de Chine,,,,,,,Chinabülbül,,,,,,Hæruglymur,,,シロガシラ,,,,,검은이마직박구리,,,,,,,,,Нангиад бөлбөл,,,,kinabylbyl,,,bilbil chiński,,,,,,,,Китайский бюльбюль,Japanski bulbul,bylbyl čínsky,,Bulbul Chino,,,,,,,,,,,,,Bulbul chino,,,kinesisk bulbyl,,,นกปรอดจีน,Çin Arapbülbülü,Бюльбюль китайський,,"Bulbul, Light-vented",EBIRD,2024,Pycnonotus sinensis
24717,species,stybul1,avibase-A7C19329,Styan's Bulbul,Pycnonotus taivanus,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,https://ebird.org/species/stybul1,Pycnonotus taivanus,Styan's Bulbul,avibase-A7C19329,styan'sbulbul,24487,species,stybul1,avibase-A7C19329,Styan's Bulbul,Pycnonotus taivanus,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,stybul1,,0,,,,,,,,,,,,Тайвански бюлбюл,bulbul de Taiwan,烏頭翁,Styan's Bulbul,台湾鹎,,tajvanski bulbul,,,Taiwanese buulbuul,Styan's Bulbul,Styan's Bulbul,,,Styan's Bulbul,,,Styan's Bulbul,,,,,,,,,Styan's Bulbul,taivani bülbül,,,taiwaninbulbuli,Bulbul de Taïwan,,Bulbul de Taïwan,,,,,,,Taiwanbülbül,,,,,,,,,クロガシラ,,,,,,,,,,,,,,,,,,taiwanbylbyl,,,bilbil tajwański,,,,,,,,Тайваньский бюльбюль,Tajvanski bulbul,bylbyl čiapočkatý,,Bulbul de Taiwán,,,,,,,,,,,,,Bulbul de Taiwán,,,taiwanbulbyl,,,,Tayvan Arapbülbülü,Бюльбюль тайванський,,"Bulbul, Styan's",EBIRD,2024,Pycnonotus taivanus
24720,species,combul2,avibase-6ABDB635,Common Bulbul,Pycnonotus barbatus,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,https://ebird.org/species/combul2,Pycnonotus barbatus,Common Bulbul,avibase-6ABDB635,commonbulbul,24490,species,combul2,avibase-6ABDB635,Common Bulbul,Pycnonotus barbatus,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,combul2,,0,,Swartoogtiptol,,,,,Bulbul africanu,,,,,Брадат бюлбюл,bulbul comú,,,,,sivi bulbul,bulbul zahradní,Berberbulbul,Grauwe buulbuul,Common Bulbul,Common Bulbul,,,Common Bulbul,,,common bulbul sp.,,,,,,dark-capped bulbul sp.,,,Common Bulbul,aedbülbül,Bulbul arrunta,,kyläbulbuli,Bulbul des jardins,,Bulbul des jardins,,,,,Bulbul común,,Graubülbül,Κοινός Πυκνόνωτος,,בולבול אפריקני,,Barna bülbül,Garðaglymur,,,アフリカヒヨドリ,,,,,,,,Dārzu bulbulis,Sodinis bulbiulis,,,,,,,,,hagebylbyl,,,bilbil ogrodowy,Bulbul-negro-meridional,,,,Engole-malagueta,,Bulbul comun,Темнолицый бюльбюль,Afrički bulbul,bylbyl bradatý,Bulbul,Bulbul Naranjero,,,,,,,,,,,,,Bulbul naranjero,,,trädgårdsbulbyl,,,,Esmer Arapbülbülü,Бюльбюль темноголовий,iphothwe,"Bulbul, Common",EBIRD,2024,Pycnonotus barbatus
24733,species,rewbul,avibase-F9E37510,Red-whiskered Bulbul,Pycnonotus jocosus,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,https://ebird.org/species/rewbul,Pycnonotus jocosus,Red-whiskered Bulbul,avibase-F9E37510,redwhiskeredbulbul,24503,species,rewbul,avibase-F9E37510,Red-whiskered Bulbul,Pycnonotus jocosus,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,rewbul,RWBU,0,,,,,,,Bulbul moñuzu,,সিপাহী বুলবুলি,সিপাহী বুলবুলি,সিপাহী বুলবুলি,Червенобуз бюлбюл,bulbul orfeu,紅耳鵯,紅耳鵯,红耳鹎,,crvenouhi bulbul,bulbul červenouchý,Rødøret Bulbul,Roodoorbuulbuul,Red-whiskered Bulbul,Red-whiskered Bulbul,,,Red-whiskered Bulbul,,,Red-whiskered Bulbul,,,,,,,,,Red-whiskered Bulbul,punapõsk-bülbül,Bulbul masailgorria,,punaposkibulbuli,Bulbul orphée,,Bulbul orphée,,,,,Bulbul de fazulas vermellas,,Rotohrbülbül,,સિપાહી બુલબુલ,בולבול אדום-שפם,सिपाही बुलबुल,,Roðaglymur,,,コウラウン,ಕೆಮ್ಮೀಸೆ ಪಿಕಳಾರ,,,पाखली पिटकोळी,,,,,,ഇരട്ടത്തലച്ചി ബുൾബുൾ,Khoining sai-ngang,शिपाई बुलबुल,Phai-tlaiberh,,,,श्वेतवक्ष जुरेली,rødørebylbyl,ପାହାଡ଼ି ବୁଲବୁଲ,,bilbil zbroczony,,,,,,ਲਾਲ-ਗੱਲ੍ਹੀ ਬੁਲਬੁਲ,,Красноухий бюльбюль,Crvenobrki bulbul,bylbyl červenosluchý,Rdečeuhi bulbul,Bulbul Orfeo,,,,,,,,,,,,,Bulbul orfeo,,,rödörad bulbyl,,ఎర్ర మీసాల పిగిలి పిట్ట,นกปรอดหัวโขน,Al Kulaklı Arapbülbülü,Бюльбюль червоногузий,,"Bulbul, Red-whiskered",EBIRD,2024,Pycnonotus jocosus
24743,species,yevbul1,avibase-E6413C7F,Yellow-vented Bulbul,Pycnonotus goiavier,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,https://ebird.org/species/yevbul1,Pycnonotus goiavier,Yellow-vented Bulbul,avibase-E6413C7F,yellowventedbulbul,24513,species,yevbul1,avibase-E6413C7F,Yellow-vented Bulbul,Pycnonotus goiavier,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,yevbul1,,0,,,,,,,,,,,,Жълтокръст бюлбюл,bulbul culgroc,,白眉黃臀鵯,白眉黄臀鹎,,obrvasti bulbul,,,Wenkbrauwbuulbuul,Yellow-vented Bulbul,Yellow-vented Bulbul,,,Yellow-vented Bulbul,,,Yellow-vented Bulbul,,,,,,,,,Yellow-vented Bulbul,valgekulm-bülbül,,,keltaperäbulbuli,Bulbul goiavier,,Bulbul goiavier,,,,,,,Schwarzzügelbülbül,,,,,,Gullinglymur,Merbah cerukcuk,,メグロヒヨドリ,,,,,,,,,,,,,,,,,,gulgumpbylbyl,,,bilbil ubogi,,,,,,,,Белобровый бюльбюль,Beloliki bulbul,bylbyl gojavier,Zakrinkani bulbul,Bulbul Culiamarillo,,,,,,,,,,,,,Bulbul culiamarillo,,,vitbrynad bulbyl,,,นกปรอดหน้านวล,Ak Yüzlü Arapbülbülü,Бюльбюль широкобровий,,"Bulbul, Yellow-vented",EBIRD,2024,Pycnonotus goiavier
24754,species,revbul,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,https://ebird.org/species/revbul,Pycnonotus cafer,Red-vented Bulbul,avibase-95F3F185,redventedbulbul,24523,species,revbul,avibase-95F3F185,Red-vented Bulbul,Pycnonotus cafer,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,revbul,RVBU,0,,,,,,,Bulbul culubermeyu,,বুলবুল,বুলবুল,বুলবুলি,Източноазиатски бюлбюл,bulbul cul-roig,,黑喉紅臀鵯,黑喉红臀鹎,,crvenoguzi bulbul,bulbul šupinkový,Rødgumpet Bulbul,Roodbuikbuulbuul,Red-vented Bulbul,Red-vented Bulbul,,,Red-vented Bulbul,,,Red-vented Bulbul,,,,,,,,,Red-vented Bulbul,salubülbül,Bulbul ipurgorria,,punaperäbulbuli,Bulbul à ventre rouge,,Bulbul à ventre rouge,,,,,Bulbul cafre,,Rotsteißbülbül,,બુલબુલ,בולבול אדום-שת,गुलदुम बुलबुल,,Ryðglymur,,,シリアカヒヨドリ,ಕೆಂಪುಕಿಬ್ಬೊಟ್ಟೆಯ ಪಿಕಳಾರ,,,खाप्री पिटकोळी,,,,,,നാട്ടുബുൾബുൾ,Khoining thik-ngang,लालबुड्या बुलबुल,Tlaiberh,,,जुरेली,जुरेली,rødgumpbylbyl,ଗୋବରା,بلبل زیردم‌سرخ,bilbil czerwonoplamy,,,,,,ਬੁਲਬੁਲ,,Красногузый бюльбюль,Indijski bulbul,bylbyl hnedý,Mrki bulbul,Bulbul Cafre,,,,,,,,,,,,,Bulbul cafre,,,rödgumpad bulbyl,,పిగిలి పిట్ట,นกปรอดก้นแดง,Karaca Arapbülbülü,Бюльбюль червоночубий,,"Bulbul, Red-vented",EBIRD,2024,Pycnonotus cafer
24765,species,sohbul1,avibase-E28751A7,Sooty-headed Bulbul,Pycnonotus aurigaster,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,https://ebird.org/species/sohbul1,Pycnonotus aurigaster,Sooty-headed Bulbul,avibase-E28751A7,sootyheadedbulbul,24534,species,sohbul1,avibase-E28751A7,Sooty-headed Bulbul,Pycnonotus aurigaster,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,sohbul1,,0,,,,,,,,,,,,Тъмноглав бюлбюл,bulbul culdaurat,白喉紅臀鵯,白喉紅臀鵯,白喉红臀鹎,,tamnokapi bulbul,,,Roetkopbuulbuul,Sooty-headed Bulbul,Sooty-headed Bulbul,,,Sooty-headed Bulbul,,,Sooty-headed Bulbul,,,,,,,,,Sooty-headed Bulbul,ida-salubülbül,Bulbul urre-ipurdia,,nokipääbulbuli,Bulbul cul-d'or,,Bulbul cul-d'or,,,,,,,Rußhaubenbülbül,,,,,,,Cucak kutilang,,コシジロヒヨドリ,,,,,,,,,,,,,,,,,,sothettebylbyl,,,bilbil złotoplamy,,,,,Bulbul-de-barrete-preto,,,Златогузый бюльбюль,Čađavoglavi bulbul,bylbyl maskový,,Bulbul Ventridorado,,,,,,,,,,,,,Bulbul ventridorado,,,sothuvad bulbyl,,,นกปรอดหัวสีเขม่า,Esmer Başlıklı Arapbülbülü,Бюльбюль індокитайський,,"Bulbul, Sooty-headed",EBIRD,2024,Pycnonotus aurigaster
24776,species,whebul1,avibase-4A85D701,White-eared Bulbul,Pycnonotus leucotis,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,https://ebird.org/species/whebul1,Pycnonotus leucotis,White-eared Bulbul,avibase-4A85D701,whiteearedbulbul,24545,species,whebul1,avibase-4A85D701,White-eared Bulbul,Pycnonotus leucotis,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,whebul1,,0,,,,,Սպիտակաականջ բյուլբյուլ,,,,,,,Белоух бюлбюл,bulbul d'orelles blanques,,,,,bjelolici bulbul,bulbul bělouchý,Hvidkindet Bulbul,Witoorbuulbuul,White-eared Bulbul,White-eared Bulbul,,,White-eared Bulbul,,,White-eared Bulbul,,,,,,,,,White-eared Bulbul,valgepõsk-bülbül,Bulbul belarrizuria,,valkoposkibulbuli,Bulbul à oreillons blancs,,Bulbul à oreillons blancs,,,,,,,Weißohrbülbül,Πυκνονώτος των Ιμαλαΐων,શ્વેતગાલ બુલબુલ,בולבול לבן-לחיים,सफ़ेद गाल बुलबुल,Fehérarcú bülbül,Eyrnaglymur,,Bulbul dalle orecchie bianche,シロミミヒヨドリ,,,,,,,,Baltausu bulbulis,Baltaausis bulbiulis,,,पांढऱ्या गालाचा बुलबुल,,,,,,hvitørebylbyl,,بلبل خرما (گوش‌سفید),bilbil białouchy,,,,,Tuta-de-faces-brancas,ਚਿੱਟ-ਕੰਨੀਂ ਬੁਲਬੁਲ,Bulbul cu urechi albe,Белоухий бюльбюль,Belouhi bulbul,bylbyl bielolíci,,Bulbul Orejiblanco,,,,,,,,,,,,,Bulbul orejiblanco,,,vitkindad bulbyl,,,,Ak Yanaklı Arapbülbülü,Бюльбюль рудогузий,,"Bulbul, White-eared",EBIRD,2024,Pycnonotus leucotis
24780,species,whcbul2,avibase-A1DD797F,Himalayan Bulbul,Pycnonotus leucogenys,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,https://ebird.org/species/whcbul2,Pycnonotus leucogenys,Himalayan Bulbul,avibase-A1DD797F,himalayanbulbul,24550,species,whcbul2,avibase-A1DD797F,Himalayan Bulbul,Pycnonotus leucogenys,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,,whcbul2,,0,,,,,,,,,,,হিম বুলবুলি,Белобуз бюлбюл,bulbul de l'Himàlaia,,,白颊鹎,,himalajski bulbul,bulbul himálajský,,Witwangbuulbuul,Himalayan Bulbul,Himalayan Bulbul,,,Himalayan Bulbul,,,Himalayan Bulbul,,,,,,,,,Himalayan Bulbul,himaalaja bülbül,,,valkokorvabulbuli,Bulbul à joues blanches,,Bulbul à joues blanches,,,,,,,Himalajabülbül,,,,हिमालयी बुलबुल,,Runnaglymur,,,ホオジロヒヨドリ,,بِلی بِچُر,,,,,,,,,,,,,,सेतो जुरेली,जुल्फे जुरेली,himalayabylbyl,,,bilbil białolicy,,,,,,ਕੁਸ਼ੰਦਰਾ,,Белощекий бюль-бюль,Himalajski belouhi bulbul,bylbyl himalájsky,,Bulbul Cariblanco,,,,,,,,,,,,,Bulbul cariblanco,,,himalayabulbyl,,,,Himalaya Arapbülbülü,Бюльбюль білощокий,,"Bulbul, Himalayan",EBIRD,2024,Pycnonotus leucogenys
