Scientific (Clements),TAGS,AVIBASE,CONS_STATUS
Argya squamiceps,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E99FE2FE9B88115E,Least concern
Argya earlei,,,
Argya gularis,,,
Turdoides nipalensis,,,
Turdoides atripennis,,,
Turdoides gilberti,,,
Turdoides chapini,,,
Turdoides rufocinctus,,,
Turdoides plebejus,,,
Turdoides leucopygia,,,
Turdoides hindei,,,
Turdoides squamulata,,,
Turdoides jardineii,,,
Turdoides gymnogenys,,,
Turdoides leucocephala,,,
Turdoides reinwardtii,,,
Turdoides tenebrosa,,,
Turdoides bicolor,,,
Turdoides hartlaubii,,,
Turdoides sharpei,,,
Turdoides melanops,,,
Turdoides hypoleuca,,,
Garrulax merulinus,,,
Garrulax annamensis,,,
Garrulax canorus,,,
Garrulax taewanus,,,
Garrulax monileger,,,
Garrulax rufifrons,,,
Garrulax palliatus,,,
Garrulax leucolophus,,,
Garrulax bicolor,,,
Garrulax milleti,,,
Garrulax strepitans,,,
Garrulax ferrarius,,,
Garrulax maesi,,,
Garrulax castanotis,,,
Ianthocincla sukatschewi,,,
Ianthocincla rufogularis,,,
Ianthocincla konkakinhensis,,,
Ianthocincla cineracea,,,
Ianthocincla ocellata,,,
Ianthocincla maxima,,,
Ianthocincla bieti,,,
Ianthocincla lunulata,,,
Pterorhinus delesserti,,,
Pterorhinus gularis,,,
Pterorhinus vassali,,,
Pterorhinus galbanus,,,
Pterorhinus courtoisi,,,
Pterorhinus mitratus,,,
Pterorhinus treacheri,,,
Pterorhinus ruficollis,,,
Pterorhinus nuchalis,,,
Pterorhinus chinensis,,,
Pterorhinus sannio,,,
Pterorhinus perspicillatus,,,
Pterorhinus pectoralis,,,
Pterorhinus davidi,,,
Pterorhinus woodi,,,
Pterorhinus lanceolatus,,,
Pterorhinus waddelli,,,
Pterorhinus koslowi,,,
Pterorhinus albogularis,,,
Pterorhinus ruficeps,,,
Pterorhinus caerulatus,,,
Pterorhinus berthemyi,,,
Pterorhinus poecilorhynchus,,,
Corthylio calendula,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B60B1166CE5DDFA7,Least concern
Regulus satrapa,,,
Regulus regulus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=1C51C1095E427BB8,Least concern
Regulus goodfellowi,,,
Regulus madeirensis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=C92557B890A9AF38,Least concern
Regulus ignicapilla,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=85B03849153146D8,Least concern
Tichodroma muraria,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=89C425901C5B5343,Least concern
Sitta leucopsis,,,
Sitta przewalskii,,,
Sitta magna,,,
Sitta carolinensis,,,
Sitta formosa,,,
Sitta azurea,,,
Sitta frontalis,,,
Sitta solangiae,,,
Sitta oenochlamys,,,
Sitta pygmaea,,,
Sitta pusilla,,,
Sitta insularis,,,
Sitta yunnanensis,,,
Sitta ledanti,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=5415A0C3B199BF84,Endangered
Sitta krueperi,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E29D7FB9381BFD3D,Least concern
Sitta canadensis,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=0716A71C439DC09E,Least concern
Sitta whiteheadi,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=7FD1FB234C8DD443,Vulnerable
Sitta villosa,,,
Sitta neumayer,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=C37C527F47D94D1E,Least concern
Sitta tephronota,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=102758DFEF40AFD2,Least concern
Sitta arctica,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B6B17E4A9D1F0331,Least concern
Sitta victoriae,,,
Sitta himalayensis,,,
Sitta castanea,,,
Sitta cinnamoventris,,,
Sitta neglecta,,,
Sitta europaea,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=9C2B53A087F44E10,Least concern
Sitta nagaensis,,,
Sitta cashmirensis,,,
Salpornis salvadori,,,
Salpornis spilonota,,,
Certhia familiaris,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=73BE9A87F6A32D6A,Least concern
Certhia hodgsoni,,,
Certhia tianquanensis,,,
Certhia americana,,,
Certhia brachydactyla,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=552E2BA9FE43A2EE,Least concern
Certhia himalayana,,,
Certhia nipalensis,,,
Certhia discolor,,,
Certhia manipurensis,,,
Microbates collaris,,,
Microbates cinereiventris,,,
Ramphocaenus melanurus,,,
Ramphocaenus sticturus,,,
Polioptila guianensis,,,
Polioptila schistaceigula,,,
Polioptila clementsi,,,
Polioptila facilis,,,
Polioptila attenboroughi,,,
Polioptila paraensis,,,
Polioptila dumicola,,,
Polioptila lactea,,,
Polioptila lembeyei,,,
Polioptila plumbea,,,
Polioptila maior,,,
Polioptila albiventris,,,
Polioptila bilineata,,,
Polioptila caerulea,,,
Polioptila melanura,,,
Polioptila californica,,,
Polioptila nigriceps,,,
Polioptila albiloris,,,
Salpinctes obsoletus,,,
Microcerculus philomela,,,
Microcerculus marginatus,,,
Microcerculus ustulatus,,,
Microcerculus bambla,,,
Odontorchilus branickii,,,
Odontorchilus cinereus,,,
Catherpes mexicanus,,,
Hylorchilus sumichrasti,,,
Hylorchilus navai,,,
Ferminia cerverai,,,
Troglodytes aedon,,,
Troglodytes beani,,,
Troglodytes martinicensis,,,
Troglodytes mesoleucus,,,
Troglodytes musicus,,,
Troglodytes grenadensis,,,
Troglodytes musculus,,,
Troglodytes cobbi,,,
Troglodytes sissonii,,,
Troglodytes tanneri,,,
Troglodytes rufociliatus,,,
Troglodytes ochraceus,,,
Troglodytes solstitialis,,,
Troglodytes monticola,,,
Troglodytes rufulus,,,
Troglodytes troglodytes,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=AF700208E4339572,Least concern
Troglodytes pacificus,,,
Troglodytes hiemalis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=C757BD95E71493FF,Least concern
Thryorchilus browni,,,
Cistothorus stellaris,,,
Cistothorus platensis,,,
Cistothorus meridae,,,
Cistothorus apolinari,,,
Cistothorus palustris,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=787E05366752B844,Least concern
Thryothorus ludovicianus,,,
Thryomanes bewickii,,,
Campylorhynchus albobrunneus,,,
Campylorhynchus zonatus,,,
Campylorhynchus megalopterus,,,
Campylorhynchus chiapensis,,,
Campylorhynchus humilis,,,
Campylorhynchus rufinucha,,,
Campylorhynchus capistratus,,,
Campylorhynchus gularis,,,
Campylorhynchus jocosus,,,
Campylorhynchus yucatanicus,,,
Campylorhynchus brunneicapillus,,,
Campylorhynchus nuchalis,,,
Campylorhynchus fasciatus,,,
Campylorhynchus griseus,,,
Campylorhynchus turdinus,,,
Pheugopedius spadix,,,
Pheugopedius fasciatoventris,,,
Pheugopedius euophrys,,,
Pheugopedius schulenbergi,,,
Pheugopedius eisenmanni,,,
Pheugopedius mystacalis,,,
Pheugopedius genibarbis,,,
Pheugopedius coraya,,,
Pheugopedius rutilus,,,
Pheugopedius maculipectus,,,
Pheugopedius sclateri,,,
Pheugopedius felix,,,
Pheugopedius atrogularis,,,
Thryophilus sinaloa,,,
Thryophilus pleurostictus,,,
Thryophilus rufalbus,,,
Thryophilus sernai,,,
Thryophilus nicefori,,,
Cantorchilus thoracicus,,,
Cantorchilus leucopogon,,,
Cantorchilus modestus,,,
Cantorchilus zeledoni,,,
Cantorchilus elutus,,,
Cantorchilus semibadius,,,
Cantorchilus nigricapillus,,,
Cantorchilus superciliaris,,,
Cantorchilus leucotis,,,
Cantorchilus longirostris,,,
Cantorchilus guarayanus,,,
Cantorchilus griseus,,,
Cinnycerthia unirufa,,,
Cinnycerthia olivascens,,,
Cinnycerthia peruana,,,
Cinnycerthia fulva,,,
Uropsila leucogastra,,,
Henicorhina leucosticta,,,
Henicorhina leucoptera,,,
Henicorhina leucophrys,,,
Henicorhina anachoreta,,,
Henicorhina negreti,,,
Cyphorhinus dichrous,,,
Cyphorhinus thoracicus,,,
Cyphorhinus phaeocephalus,,,
Cyphorhinus arada,,,
Elachura formosa,,,
Cinclus cinclus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=FDECE3B9278A17EC,Least concern
Cinclus pallasii,,,
Cinclus mexicanus,,,
Cinclus leucocephalus,,,
Cinclus schulzii,,,
Buphagus erythroryncha,,,
Buphagus africanus,,,
Rhabdornis mystacalis,,,
Rhabdornis grandis,,,
Rhabdornis inornatus,,,
Rhabdornis rabori,,,
Enodes erythrophris,,,
Scissirostrum dubium,,,
Aplonis metallica,,,
Aplonis mystacea,,,
Aplonis crassa,,,
Aplonis feadensis,,,
Aplonis insularis,,,
Aplonis magna,,,
Aplonis brunneicapillus,,,
Aplonis grandis,,,
Aplonis dichroa,,,
Aplonis zelandica,,,
Aplonis striata,,,
Aplonis pelzelni,,,
Aplonis cantoroides,,,
Aplonis santovestris,,,
Aplonis panayensis,,,
Aplonis mysolensis,,,
Aplonis minor,,,
Aplonis opaca,,,
Aplonis tabuensis,,,
Aplonis atrifusca,,,
Aplonis corvina,,,
Aplonis cinerascens,,,
Aplonis mavornata,,,
Aplonis fusca,,,
Aplonis ulietensis,,,
Basilornis celebensis,,,
Basilornis galeatus,,,
Basilornis corythaix,,,
Goodfellowia miranda,,,
Sarcops calvus,,,
Streptocitta albicollis,,,
Streptocitta albertinae,,,
Mino dumontii,,,
Mino anais,,,
Mino kreffti,,,
Ampeliceps coronatus,,,
Gracula ptilogenys,,,
Gracula religiosa,,,
Gracula venerata,,,
Gracula indica,,,
Sturnus vulgaris,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=94A4403295E2D9BE,Least concern
Sturnus unicolor,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B0D81671A5159DEB,Least concern
Creatophora cinerea,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=9D95139B2E871FE1,Least concern
Pastor roseus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=24208346AD77666E,Least concern
Agropsar sturninus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=2FC5C3978171719C,Least concern
Agropsar philippensis,,,
Gracupica nigricollis,,,
Gracupica contra,,,
Gracupica floweri,,,
Gracupica jalla,,,
Sturnornis albofrontatus,,,
Leucopsar rothschildi,,,
Necropsar rodericanus,,,
Fregilupus varius,,,
Sturnia sinensis,,,
Sturnia pagodarum,,,
Sturnia malabarica,,,
Sturnia blythii,,,
Sturnia erythropygia,,,
Spodiopsar sericeus,,,
Spodiopsar cineraceus,,,
Acridotheres tristis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=F23A2F3807A8145F,Least concern
Acridotheres ginginianus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=F8CFF92CB9DC09C6,Least concern
Acridotheres burmannicus,,,
Acridotheres leucocephalus,UB::Western-Palearctic::Introduced-species ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=DDF650D1980B184D,Least concern
Acridotheres melanopterus,,,
Acridotheres fuscus,,,
Acridotheres javanicus,,,
Acridotheres cinereus,,,
Acridotheres albocinctus,,,
Acridotheres grandis,,,
Acridotheres cristatellus,UB::Western-Palearctic::Introduced-species ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=65BCBB64435BB4A5,Least concern
Hartlaubius auratus,,,
Cinnyricinclus leucogaster,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B1A3AF6C3BF7EDFF,Least concern
Onychognathus tenuirostris,,,
Onychognathus nabouroup,,,
Onychognathus neumanni,,,
Onychognathus morio,,,
Onychognathus fulgidus,,,
Onychognathus walleri,,,
Onychognathus tristramii,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=0EDF9145287CFDAC,Least concern
Onychognathus albirostris,,,
Onychognathus salvadorii,,,
Onychognathus blythii,,,
Onychognathus frater,,,
Saroglossa spilopterus,,,
Neocichla gutturalis,,,
Grafisia torquata,,,
Speculipastor bicolor,,,
Pholia sharpii,,,
Arizelopsar femoralis,,,
Poeoptera lugubris,,,
Poeoptera stuhlmanni,,,
Poeoptera kenricki,,,
Notopholia corusca,,,
Hylopsar purpureiceps,,,
Hylopsar cupreocauda,,,
Lamprotornis hildebrandti,,,
Lamprotornis shelleyi,,,
Lamprotornis australis,,,
Lamprotornis purpuroptera,,,
Lamprotornis caudatus,,,
Lamprotornis mevesii,,,
Lamprotornis unicolor,,,
Lamprotornis splendidus,,,
Lamprotornis ornatus,,,
Lamprotornis regius,,,
Lamprotornis superbus,,,
Lamprotornis pulcher,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B92C35668B6FE9C9,Least concern
Lamprotornis bicolor,,,
Lamprotornis albicapillus,,,
Lamprotornis fischeri,,,
Lamprotornis chloropterus,,,
Lamprotornis acuticaudus,,,
Lamprotornis chalybaeus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=7DDB347EDFED5A66,Least concern
Lamprotornis iris,,,
Lamprotornis purpureus,,,
Lamprotornis nitens,,,
Lamprotornis chalcurus,,,
Melanotis caerulescens,,,
Melanotis hypoleucus,,,
Melanoptila glabrirostris,,,
Dumetella carolinensis,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=95B77F083F49835F,Least concern
Ramphocinclus brachyurus,,,
Ramphocinclus sanctaeluciae,,,
Allenia fusca,,,
Margarops fuscatus,,,
Cinclocerthia ruficauda,,,
Cinclocerthia gutturalis,,,
Toxostoma curvirostre,,,
Toxostoma ocellatum,,,
Toxostoma rufum,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=C8F9F2D013E9D057,Least concern
Toxostoma longirostre,,,
Toxostoma guttatum,,,
Toxostoma bendirei,,,
Toxostoma cinereum,,,
Toxostoma redivivum,,,
Toxostoma lecontei,,,
Toxostoma crissale,,,
Oreoscoptes montanus,,,
Mimus thenca,,,
Mimus patagonicus,,,
Mimus saturninus,,,
Mimus triurus,,,
Mimus dorsalis,,,
Mimus gundlachii,,,
Mimus parvulus,,,
Mimus trifasciatus,,,
Mimus macdonaldi,,,
Mimus melanotis,,,
Mimus longicaudatus,,,
Mimus graysoni,,,
Mimus gilvus,UB::Western-Palearctic::Uncertain-origin ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=1281617BEF615F49,Least concern
Mimus polyglottos,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=7EFF698DC564CF69,Least concern
Pinarornis plumosus,,,
Grandala coelicolor,,,
Sialia sialis,,,
Sialia mexicana,,,
Sialia currucoides,,,
Stizorhina fraseri,,,
Stizorhina finschi,,,
Neocossyphus rufus,,,
Neocossyphus poensis,,,
Myadestes townsendi,,,
Myadestes occidentalis,,,
Myadestes elisabeth,,,
Myadestes genibarbis,,,
Myadestes melanops,,,
Myadestes coloratus,,,
Myadestes unicolor,,,
Myadestes ralloides,,,
Myadestes myadestinus,,,
Myadestes woahensis,,,
Myadestes lanaiensis,,,
Myadestes obscurus,,,
Myadestes palmeri,,,
Zoothera dixoni,,,
Zoothera mollissima,,,
Zoothera salimalii,,,
Zoothera griseiceps,,,
Zoothera heinrichi,,,
Zoothera marginata,,,
Zoothera monticola,,,
Zoothera everetti,,,
Zoothera andromedae,,,
Zoothera aurea,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=8E267A2656A555F5,Least concern
Zoothera dauma,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=F58200CE40A4720C,Least concern
Zoothera major,,,
Zoothera neilgherriensis,,,
Zoothera imbricata,,,
Zoothera terrestris,,,
Zoothera margaretae,,,
Zoothera turipavae,,,
Zoothera lunulata,,,
Zoothera talaseae,,,
Zoothera atrigena,,,
Zoothera heinei,,,
Zoothera machiki,,,
Chlamydochaera jefferyi,,,
Cochoa purpurea,,,
Cochoa viridis,,,
Cochoa beccarii,,,
Cochoa azurea,,,
Ixoreus naevius,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=583128734B0F566A,Least concern
Catharus gracilirostris,,,
Catharus aurantiirostris,,,
Catharus fuscater,,,
Catharus occidentalis,,,
Catharus frantzii,,,
Catharus mexicanus,,,
Catharus dryas,,,
Catharus maculatus,,,
Catharus fuscescens,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=0B8F4EE60AFF4B25,Least concern
Catharus minimus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B904BB227C07317E,Least concern
Catharus bicknelli,,,
Catharus ustulatus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E53FC25C090A6AD8,Least concern
Catharus guttatus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B01E8BD42E1785F2,Least concern
Hylocichla mustelina,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=8E1D9327B8DAFD54,Least concern
Entomodestes coracinus,,,
Entomodestes leucotis,,,
Cichlopsis leucogenys,,,
Ridgwayia pinicola,,,
Geokichla sibirica,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E7163B81013F6CCC,Least concern
Geokichla wardii,,,
Geokichla guttata,,,
Geokichla camaronensis,,,
Geokichla princei,,,
Geokichla crossleyi,,,
Geokichla oberlaenderi,,,
Geokichla piaggiae,,,
Geokichla gurneyi,,,
Geokichla spiloptera,,,
Geokichla cinerea,,,
Geokichla dumasi,,,
Geokichla joiceyi,,,
Geokichla interpres,,,
Geokichla leucolaema,,,
Geokichla dohertyi,,,
Geokichla peronii,,,
Geokichla schistacea,,,
Geokichla erythronota,,,
Geokichla mendeni,,,
Geokichla citrina,,,
Turdus mupinensis,,,
Turdus simensis,,,
Turdus litsitsirupa,,,
Turdus viscivorus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A95B43F1E9D10296,Least concern
Turdus philomelos,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=D929EB214A698282,Least concern
Turdus tephronotus,,,
Turdus ludoviciae,,,
Turdus menachensis,,,
Turdus mandarinus,,,
Turdus bewsheri,,,
Turdus libonyana,,,
Turdus olivaceus,,,
Turdus abyssinicus,,,
Turdus helleri,,,
Turdus roehli,,,
Turdus xanthorhynchus,,,
Turdus olivaceofuscus,,,
Turdus niveiceps,,,
Turdus boulboul,,,
Turdus simillimus,,,
Turdus pelios,,,
Turdus smithi,,,
Turdus iliacus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A8A85BCF1AFB7BBD,Near-threatened
Turdus merula,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=88BB4F2A0C8492A5,Least concern
Turdus unicolor,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=F4692C3B28EF7A78,Least concern
Turdus dissimilis,,,
Turdus hortulorum,,,
Turdus cardis,,,
Turdus mindorensis,,,
Turdus thomassoni,,,
Turdus nigrorum,,,
Turdus erythropleurus,,,
Turdus schlegelii,,,
Turdus javanicus,,,
Turdus deningeri,,,
Turdus papuensis,,,
Turdus heinrothi,,,
Turdus bougainvillei,,,
Turdus kulambangrae,,,
Turdus vanikorensis,,,
Turdus pritzbueri,,,
Turdus xanthopus,,,
Turdus poliocephalus,,,
Turdus samoensis,,,
Turdus ruficeps,,,
Turdus maximus,,,
Turdus kessleri,,,
Turdus pallidus,UB::Western-Palearctic::Uncertain-origin ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B6A18478FB977E46,Least concern
Turdus obscurus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=6E24CCD187765B9A,Least concern
Turdus feae,,,
Turdus celaenops,,,
Turdus chrysolaus,,,
Turdus pilaris,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=D120D5A070E8123C,Least concern
Turdus albocinctus,,,
Turdus rubrocanus,,,
Turdus torquatus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=CE71B4FF837F276A,Least concern
Turdus atrogularis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=AECDBFFA55C87E24,Least concern
Turdus ruficollis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=77B6BACB4F619FBB,Least concern
Turdus eunomus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E3B6927817B7ABB4,Least concern
Turdus naumanni,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=22761AD4A981E2F6,Least concern
Turdus turdoides,,,
Turdus ravidus,,,
Turdus aurantius,,,
Turdus plumbeus,,,
Turdus ardosiaceus,,,
Turdus infuscatus,,,
Turdus nigrescens,,,
Turdus rufitorques,,,
Turdus migratorius,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=D77E4B418D581FB2,Least concern
Turdus rufopalliatus,,,
Turdus plebejus,,,
Turdus swalesi,,,
Turdus jamaicensis,,,
Turdus leucops,,,
Turdus lherminieri,,,
Turdus fulviventris,,,
Turdus reevei,,,
Turdus serranus,,,
Turdus olivater,,,
Turdus nigriceps,,,
Turdus fuscater,,,
Turdus chiguanco,,,
Turdus falcklandii,UB::Western-Palearctic::Uncertain-origin ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=F09C39409EACF33E,Least concern
Turdus eremita,,,
Turdus amaurochalinus,,,
Turdus ignobilis,,,
Turdus arthuri,,,
Turdus maranonicus,,,
Turdus flavipes,,,
Turdus subalaris,,,
Turdus murinus,,,
Turdus lawrencii,,,
Turdus obsoletus,,,
Turdus assimilis,,,
Turdus daguae,,,
Turdus albicollis,,,
Turdus leucomelas,,,
Turdus hauxwelli,,,
Turdus fumigatus,,,
Turdus rufiventris,,,
Turdus haplochrous,,,
Turdus nudigenis,,,
Turdus sanchezorum,,,
Turdus maculirostris,,,
Turdus grayi,,,
Muscicapa griseisticta,,,
Muscicapa sibirica,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=BCB683C21DCFC71C,Least concern
Muscicapa ferruginea,,,
Muscicapa dauurica,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=585D0B1ACD00B47F,Least concern
Muscicapa randi,,,
Muscicapa segregata,,,
Muscicapa muttui,,,
Muscicapa sodhii,,,
Muscicapa williamsoni,,,
Muscicapa adusta,,,
Muscicapa epulata,,,
Muscicapa sethsmithi,,,
Muscicapa striata,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=EE8206E703914D22,Least concern
Muscicapa gambagae,,,
Muscicapa aquatica,,,
Muscicapa cassini,,,
Myopornis boehmi,,,
Artomyias ussheri,,,
Artomyias fuliginosa,,,
Bradornis comitatus,,,
Bradornis mariquensis,,,
Bradornis microrhynchus,,,
Agricola pallidus,,,
Agricola infuscatus,,,
Fraseria cinerascens,,,
Fraseria ocreata,,,
Fraseria griseigularis,,,
Fraseria plumbea,,,
Fraseria olivascens,,,
Fraseria lendu,,,
Fraseria tessmanni,,,
Fraseria caerulescens,,,
Namibornis herero,,,
Empidornis semipartitus,,,
Sigelus silens,,,
Melaenornis ardesiacus,,,
Melaenornis annamarulae,,,
Melaenornis edolioides,,,
Melaenornis pammelaina,,,
Melaenornis fischeri,,,
Melaenornis brunneus,,,
Melaenornis chocolatinus,,,
Humblotia flavirostris,,,
Alethe diademata,,,
Alethe castanea,,,
Tychaedon coryphoeus,,,
Tychaedon leucosticta,,,
Tychaedon signata,,,
Tychaedon quadrivirgata,,,
Tychaedon barbata,,,
Cercotrichas podobe,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=6D92499B9F639202,Least concern
Cercotrichas galactotes,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B68BD0D25647A5D2,Least concern
Cercotrichas paena,,,
Cercotrichas hartlaubi,,,
Cercotrichas leucophrys,,,
Copsychus fulicatus,,,
Copsychus saularis,,,
Copsychus pyrropygus,,,
Copsychus albospecularis,,,
Copsychus sechellarum,,,
Copsychus mindanensis,,,
Copsychus malabaricus,,,
Copsychus leggei,,,
Copsychus stricklandii,,,
Copsychus barbouri,,,
Copsychus nigricauda,,,
Copsychus albiventris,,,
Copsychus omissus,,,
Copsychus luzoniensis,,,
Copsychus superciliaris,,,
Copsychus niger,,,
Copsychus cebuensis,,,
Leucoptilon concretum,,,
Sholicola major,,,
Sholicola albiventris,,,
Niltava grandis,,,
Niltava macgrigoriae,,,
Niltava davidi,,,
Niltava sundara,,,
Niltava sumatrana,,,
Niltava oatesi,,,
Niltava vivida,,,
Cyanoptila cyanomelana,,,
Cyanoptila cumatilis,,,
Eumyias sanfordi,,,
Eumyias hoevelli,,,
Eumyias hyacinthinus,,,
Eumyias oscillans,,,
Eumyias stresemanni,,,
Eumyias sordidus,,,
Eumyias albicaudatus,,,
Eumyias indigo,,,
Eumyias thalassinus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=1DF0E8560D738BB9,Least concern
Eumyias additus,,,
Eumyias panayensis,,,
Anthipes monileger,,,
Anthipes solitaris,,,
Cyornis ruckii,,,
Cyornis herioti,,,
Cyornis camarinensis,,,
Cyornis hainanus,,,
Cyornis pallidipes,,,
Cyornis poliogenys,,,
Cyornis unicolor,,,
Cyornis rubeculoides,,,
Cyornis glaucicomans,,,
Cyornis magnirostris,,,
Cyornis whitei,,,
Cyornis banyumas,,,
Cyornis montanus,,,
Cyornis kadayangensis,,,
Cyornis caerulatus,,,
Cyornis turcosus,,,
Cyornis lemprieri,,,
Cyornis superbus,,,
Cyornis tickelliae,,,
Cyornis sumatrensis,,,
Cyornis rufigastra,,,
Cyornis omissus,,,
Cyornis kalaoensis,,,
Cyornis brunneatus,,,
Cyornis nicobaricus,,,
Cyornis umbratilis,,,
Cyornis olivaceus,,,
Cyornis ruficauda,,,
Cyornis ocularis,,,
Cyornis ruficrissa,,,
Cyornis pelingensis,,,
Cyornis colonus,,,
Cossyphicula roberti,,,
Cossyphicula isabellae,,,
Dessonornis archeri,,,
Dessonornis anomalus,,,
Dessonornis caffer,,,
Dessonornis humeralis,,,
