Scientific (Clements),TAGS,AVIBASE,CONS_STATUS
Alectoris chukar,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=87CBEBF7C53AF64C,Least concern
Alectoris graeca,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=44437074E18EB422,Near-threatened
Alectoris philbyi,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=123F394154AE19F7,Least concern
Alectoris magna,,,
Perdicula asiatica,,,
Perdicula argoondah,,,
Perdicula erythrorhyncha,,,
Perdicula manipurensis,,,
Ophrysia superciliosa,,,
Pternistis hartlaubi,,,
Pternistis camerunensis,,,
Pternistis nobilis,,,
Pternistis castaneicollis,,,
Pternistis erckelii,UB::Western-Palearctic::Introduced-species ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=6C4A65979468031C,Least concern
Pternistis ochropectus,,,
Pternistis swierstrai,,,
Pternistis ahantensis,,,
Pternistis griseostriatus,,,
Pternistis jacksoni,,,
Pternistis adspersus,,,
Pternistis capensis,,,
Pternistis natalensis,,,
Pternistis hildebrandti,,,
Pternistis bicalcaratus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=D8267ADE70E0D733,Least concern
Pternistis squamatus,,,
Pternistis icterorhynchus,,,
Pternistis clappertoni,,,
Pternistis harwoodi,,,
Pternistis swainsonii,,,
Pternistis leucoscepus,,,
Pternistis rufopictus,,,
Pternistis afer,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=5FA94F6614A812A6,Least concern
Columba livia,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=BBA263C235B15B88,Least concern
Columba rupestris,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=BF20B94DAF59C36D,Least concern
Columba leuconota,,,
Columba guinea,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A6EA9F02884DCAC3,Least concern
Columba albitorques,,,
Columba oenas,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=68E4C0D1404A46D8,Least concern
Columba eversmanni,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=38AA824BEABC9F9C,Vulnerable
Columba oliviae,,,
Columba palumbus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=760F307A30689D66,Least concern
Columba trocaz,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=BAAC66AF63EF76A9,Least concern
Columba bollii,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=1ED914E6AA103853,Least concern
Columba unicincta,,,
Columba junoniae,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=396E6311C7C5F4E6,Near-threatened
Columba arquatrix,,,
Columba sjostedti,,,
Columba thomensis,,,
Columba delegorguei,,,
Columba iriditorques,,,
Columba malherbii,,,
Columba thiriouxi,,,
Columba pollenii,,,
Columba hodgsonii,,,
Columba albinucha,,,
Columba pulchricollis,,,
Columba elphinstonii,,,
Columba torringtoniae,,,
Columba punicea,,,
Columba argentina,,,
Columba palumboides,,,
Columba janthina,,,
Columba jouyi,,,
Columba versicolor,,,
Columba vitiensis,,,
Columba leucomela,,,
Columba pallidiceps,,,
Aplopelia larvata,,,
Patagioenas cayennensis,,,
Patagioenas speciosa,,,
Patagioenas squamosa,,,
Patagioenas picazuro,,,
Patagioenas corensis,,,
Patagioenas maculosa,,,
Patagioenas leucocephala,,,
Patagioenas flavirostris,,,
Patagioenas inornata,,,
Patagioenas fasciata,,,
Patagioenas araucana,,,
Patagioenas caribaea,,,
Patagioenas oenops,,,
Patagioenas plumbea,,,
Patagioenas subvinacea,,,
Patagioenas nigrirostris,,,
Patagioenas goodsoni,,,
Ectopistes migratorius,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=D397FE255A606DE8,Extinct
Nesoenas picturatus,,,
Nesoenas mayeri,,,
Nesoenas cicur,,,
Nesoenas rodericanus,,,
Streptopelia turtur,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=5788552B694ED7B5,Vulnerable
Streptopelia lugens,,,
Streptopelia hypopyrrha,,,
Streptopelia orientalis,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=6658BAC574088183,Least concern
Streptopelia bitorquata,,,
Streptopelia dusumieri,,,
Streptopelia decaocto,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=0C1EFC9B44C459D3,Least concern
Streptopelia xanthocycla,,,
Streptopelia roseogrisea,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=273A4A2F793BFFA1,Least concern
Streptopelia reichenowi,,,
Streptopelia decipiens,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=70BD722BFB32E346,Least concern
Streptopelia semitorquata,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=9888B3AE7B0B41EE,Least concern
Streptopelia capicola,,,
Streptopelia vinacea,,,
Streptopelia tranquebarica,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=BC1407780F9EC377,Least concern
Spilopelia chinensis,UB::Western-Palearctic::Introduced-species ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=C8EF4F36C6C77DE0,Least concern
Spilopelia senegalensis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B2D6AB06AA0628A7,Least concern
Macropygia unchall,,,
Macropygia phasianella,,,
Macropygia macassariensis,,,
Macropygia magna,,,
Macropygia timorlaoensis,,,
Macropygia amboinensis,,,
Macropygia doreya,,,
Macropygia rufipennis,,,
Macropygia tenuirostris,,,
Macropygia emiliana,,,
Macropygia cinnamomea,,,
Macropygia modiglianii,,,
Macropygia nigrirostris,,,
Macropygia mackinlayi,,,
Macropygia ruficeps,,,
Reinwardtoena reinwardti,,,
Reinwardtoena browni,,,
Reinwardtoena crassirostris,,,
Turacoena manadensis,,,
Turacoena sulaensis,,,
Turacoena modesta,,,
Turtur chalcospilos,,,
Turtur abyssinicus,,,
Turtur afer,,,
Turtur tympanistria,,,
Turtur brehmeri,,,
Oena capensis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=DDC2CC929B5547C5,Least concern
Chalcophaps indica,,,
Chalcophaps longirostris,,,
Chalcophaps stephani,,,
Henicophaps albifrons,,,
Henicophaps foersteri,,,
Pampusana hoedtii,,,
Pampusana stairi,,,
Pampusana sanctaecrucis,,,
Pampusana salamonis,,,
Pampusana ferruginea,,,
Pampusana beccarii,,,
Pampusana canifrons,,,
Pampusana jobiensis,,,
Pampusana rubescens,,,
Pampusana kubaryi,,,
Pampusana erythroptera,,,
Pampusana xanthonura,,,
Pampusana norfolkensis,,,
Phaps chalcoptera,,,
Phaps elegans,,,
Phaps histrionica,,,
Ocyphaps lophotes,,,
Geophaps plumifera,,,
Geophaps scripta,,,
Geophaps smithii,,,
Petrophassa rufipennis,,,
Petrophassa albipennis,,,
Leucosarcia melanoleuca,,,
Geopelia cuneata,,,
Geopelia striata,,,
Geopelia placida,,,
Geopelia maugeus,,,
Geopelia humeralis,,,
Columbina inca,,,
Columbina passerina,,,
Columbina minuta,,,
Columbina talpacoti,,,
Columbina buckleyi,,,
Columbina squammata,,,
Columbina picui,,,
Columbina cruziana,,,
Columbina cyanopis,,,
Claravis pretiosa,,,
Paraclaravis mondetoura,,,
Paraclaravis geoffroyi,,,
Metriopelia ceciliae,,,
Metriopelia morenoi,,,
Metriopelia melanoptera,,,
Metriopelia aymara,,,
Uropelia campestris,,,
Starnoenas cyanocephala,,,
Geotrygon purpurata,,,
Geotrygon saphirina,,,
Geotrygon versicolor,,,
Geotrygon montana,,,
Geotrygon violacea,,,
Geotrygon caniceps,,,
Geotrygon leucometopia,,,
Geotrygon chrysia,,,
Geotrygon mystacea,,,
Leptotrygon veraguensis,,,
Leptotila verreauxi,,,
Leptotila jamaicensis,,,
Leptotila cassinii,,,
Leptotila conoveri,,,
Leptotila ochraceiventris,,,
Leptotila plumbeiceps,,,
Leptotila rufaxilla,,,
Leptotila wellsi,,,
Leptotila pallida,,,
Leptotila megalura,,,
Zentrygon carrikeri,,,
Zentrygon costaricensis,,,
Zentrygon lawrencii,,,
Zentrygon albifacies,,,
Zentrygon frenata,,,
Zentrygon linearis,,,
Zentrygon chiriquensis,,,
Zentrygon goldmani,,,
Zenaida meloda,,,
Zenaida asiatica,,,
Zenaida aurita,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=85BD24D1E63A7EF0,Least concern
Zenaida galapagoensis,,,
Zenaida auriculata,,,
Zenaida macroura,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=00124D987C95811B,Least concern
Zenaida graysoni,,,
Caloenas nicobarica,,,
Caloenas maculata,,,
Raphus cucullatus,,,
Pezophaps solitaria,,,
Gallicolumba tristigmata,,,
Gallicolumba rufigula,,,
Gallicolumba platenae,,,
Gallicolumba keayi,,,
Gallicolumba menagei,,,
Gallicolumba luzonica,,,
Gallicolumba crinigera,,,
Microgoura meeki,,,
Trugon terrestris,,,
Otidiphaps nobilis,,,
Goura cristata,,,
Goura sclaterii,,,
Goura scheepmakeri,,,
Goura victoria,,,
Didunculus strigirostris,,,
Phapitreron leucotis,,,
Phapitreron amethystinus,,,
Phapitreron brunneiceps,,,
Phapitreron cinereiceps,,,
Treron olax,,,
Treron vernans,,,
Treron fulvicollis,,,
Treron bicinctus,,,
Treron pompadora,,,
Treron affinis,,,
Treron chloropterus,,,
Treron phayrei,,,
Treron axillaris,,,
Treron aromaticus,,,
Treron curvirostra,,,
Treron griseicauda,,,
Treron teysmannii,,,
Treron floris,,,
Treron psittaceus,,,
Treron capellei,,,
Treron phoenicopterus,,,
Treron waalia,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=46C9094410A753DB,Least concern
Treron griveaudi,,,
Treron australis,,,
Treron pembaensis,,,
Treron sanctithomae,,,
Treron seimundi,,,
Treron apicauda,,,
Treron calvus,,,
Treron oxyurus,,,
Treron sphenurus,,,
Treron sieboldii,,,
Treron formosae,,,
Megaloprepia formosa,,,
Megaloprepia magnifica,,,
Ramphiculus marchei,,,
Ramphiculus merrilli,,,
Ramphiculus occipitalis,,,
Ramphiculus fischeri,,,
Ramphiculus jambu,,,
Ramphiculus leclancheri,,,
Ramphiculus mangoliensis,,,
Ramphiculus gularis,,,
Ramphiculus subgularis,,,
Alectroenas pulcherrimus,,,
Alectroenas payandeei,,,
Alectroenas sganzini,,,
Alectroenas madagascariensis,,,
Alectroenas nitidissimus,,,
Ptilinopus luteovirens,,,
Ptilinopus layardi,,,
Ptilinopus victor,,,
Ptilinopus arcanus,,,
Ptilinopus melanospilus,,,
Ptilinopus holosericea,,,
Ptilinopus nainus,,,
Ptilinopus porphyreus,,,
Ptilinopus alligator,,,
Ptilinopus cinctus,,,
Ptilinopus dohertyi,,,
Ptilinopus superbus,,,
Ptilinopus rivoli,,,
Ptilinopus speciosus,,,
Ptilinopus solomonensis,,,
Ptilinopus tannensis,,,
Ptilinopus iozonus,,,
Ptilinopus eugeniae,,,
Ptilinopus viridis,,,
Ptilinopus hyogastrus,,,
Ptilinopus granulifrons,,,
Ptilinopus perlatus,,,
Ptilinopus wallacii,,,
Ptilinopus aurantiifrons,,,
Ptilinopus ornatus,,,
Ptilinopus insolitus,,,
Ptilinopus pulchellus,,,
Ptilinopus monacha,,,
Ptilinopus coronulatus,,,
Ptilinopus regina,,,
Ptilinopus mercierii,,,
Ptilinopus dupetithouarsii,,,
Ptilinopus greyi,,,
Ptilinopus porphyraceus,,,
Ptilinopus pelewensis,,,
Ptilinopus roseicapilla,,,
Ptilinopus richardsii,,,
Ptilinopus perousii,,,
Ptilinopus ponapensis,,,
Ptilinopus huttoni,,,
Ptilinopus insularis,,,
Ptilinopus coralensis,,,
Ptilinopus chalcurus,,,
Ptilinopus rarotongensis,,,
Ptilinopus chrysogaster,,,
Ptilinopus hernsheimi,,,
Ptilinopus purpuratus,,,
Ducula poliocephala,,,
Ducula forsteni,,,
Ducula mindorensis,,,
Ducula radiata,,,
Ducula carola,,,
Ducula aenea,,,
Ducula oenothorax,,,
Ducula nicobarica,,,
Ducula perspicillata,,,
Ducula neglecta,,,
Ducula concinna,,,
Ducula pacifica,,,
Ducula rubricera,,,
Ducula oceanica,,,
Ducula aurorae,,,
Ducula galeata,,,
Ducula myristicivora,,,
Ducula geelvinkiana,,,
Ducula rufigaster,,,
Ducula basilica,,,
Ducula finschii,,,
Ducula chalconota,,,
Ducula pistrinaria,,,
Ducula rosacea,,,
Ducula whartoni,,,
Ducula pickeringii,,,
Ducula latrans,,,
Ducula brenchleyi,,,
Ducula bakeri,,,
Ducula goliath,,,
Ducula pinon,,,
Ducula melanochroa,,,
Ducula mullerii,,,
Ducula zoeae,,,
Ducula cuprea,,,
Ducula badia,,,
Ducula lacernulata,,,
Ducula cineracea,,,
Ducula bicolor,,,
Ducula subflavescens,,,
Ducula spilorrhoa,,,
Ducula luctuosa,,,
Lopholaimus antarcticus,,,
Hemiphaga novaeseelandiae,,,
Hemiphaga chathamensis,,,
Cryptophaps poecilorrhoa,,,
Gymnophaps albertisii,,,
Gymnophaps mada,,,
Gymnophaps stalkeri,,,
Gymnophaps solomonensis,,,
Mesitornis variegatus,,,
Mesitornis unicolor,,,
Monias benschi,,,
Syrrhaptes tibetanus,,,
Syrrhaptes paradoxus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=BDCB55F1196CAC6A,Least concern
Pterocles alchata,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=493C4CF8D0200AB4,Least concern
Pterocles namaqua,,,
Pterocles exustus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=F5DE9155D65FAB81,Least concern
Pterocles senegallus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=942BC61855ED501E,Least concern
Pterocles orientalis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=06B41945B9E57EC4,Least concern
Pterocles gutturalis,,,
Pterocles coronatus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=90194DA5CBF312EC,Least concern
Pterocles decoratus,,,
Pterocles personatus,,,
Pterocles lichtensteinii,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=F3715F7BC58BC842,Least concern
Pterocles bicinctus,,,
Pterocles quadricinctus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=461482EA51EE8ACB,Least concern
Pterocles indicus,,,
Pterocles burchelli,,,
Otis tarda,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=C6F33176724AC933,Endangered
Ardeotis arabs,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=6A39447923373997,Near-threatened
Ardeotis kori,,,
Ardeotis nigriceps,,,
Ardeotis australis,,,
Chlamydotis undulata,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=5714C710ACE4DA8B,Vulnerable
Chlamydotis macqueenii,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=1BCEB0FD7CDFB06A,Vulnerable
Neotis ludwigii,,,
Neotis denhami,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=4FDBC0CBCDE078A0,Near-threatened
Neotis heuglinii,,,
Neotis nuba,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=22160251D9CC1114,Near-threatened
Eupodotis senegalensis,,,
Eupodotis caerulescens,,,
Heterotetrax vigorsii,,,
Heterotetrax rueppelii,,,
Heterotetrax humilis,,,
Lophotis savilei,,,
Lophotis gindiana,,,
Lophotis ruficrista,,,
Afrotis afra,,,
Afrotis afraoides,,,
Lissotis melanogaster,,,
Lissotis hartlaubii,,,
Houbaropsis bengalensis,,,
Sypheotides indicus,,,
Tetrax tetrax,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=56E3016D3370A6D5,Near-threatened
Corythaeola cristata,,,
Crinifer concolor,,,
Crinifer personatus,,,
Crinifer leucogaster,,,
Crinifer piscator,,,
Crinifer zonurus,,,
Gallirex johnstoni,,,
Gallirex porphyreolophus,,,
Menelikornis leucotis,,,
Menelikornis ruspolii,,,
Tauraco violaceus,,,
Tauraco rossae,,,
Tauraco macrorhynchus,,,
Tauraco bannermani,,,
Tauraco leucolophus,,,
Tauraco schuettii,,,
Tauraco schalowi,,,
Tauraco erythrolophus,,,
Tauraco persa,,,
Tauraco hartlaubi,,,
Tauraco fischeri,,,
Tauraco livingstonii,,,
Tauraco corythaix,,,
Guira guira,,,
Crotophaga major,,,
Crotophaga ani,,,
Crotophaga sulcirostris,,,
Tapera naevia,,,
Dromococcyx phasianellus,,,
Dromococcyx pavoninus,,,
Morococcyx erythropygus,,,
Geococcyx velox,,,
Geococcyx californianus,,,
Neomorphus geoffroyi,,,
Neomorphus squamiger,,,
Neomorphus radiolosus,,,
Neomorphus rufipennis,,,
Neomorphus pucheranii,,,
Carpococcyx viridis,,,
Carpococcyx radiceus,,,
Carpococcyx renauldi,,,
Coua cristata,,,
Coua verreauxi,,,
Coua caerulea,,,
Coua ruficeps,,,
Coua olivaceiceps,,,
Coua reynaudii,,,
Coua coquereli,,,
Coua cursor,,,
Coua gigas,,,
Coua delalandei,,,
Coua serriana,,,
Centropus milo,,,
Centropus ateralbus,,,
Centropus chalybeus,,,
Centropus menbeki,,,
Centropus unirufus,,,
Centropus chlororhynchos,,,
Centropus melanops,,,
Centropus rectunguis,,,
Centropus steerii,,,
Centropus celebensis,,,
Centropus anselli,,,
Centropus leucogaster,,,
Centropus senegalensis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=4A83155BA1B18139,Least concern
Centropus monachus,,,
Centropus cupreicaudus,,,
Centropus superciliosus,,,
Centropus burchellii,,,
Centropus nigrorufus,,,
Centropus andamanensis,,,
Centropus sinensis,,,
Centropus goliath,,,
Centropus toulou,,,
Centropus grillii,,,
Centropus viridis,,,
Centropus bengalensis,,,
Centropus violaceus,,,
Centropus bernsteini,,,
Centropus phasianinus,,,
Rhinortha chlorophaea,,,
Ceuthmochares aereus,,,
Ceuthmochares australis,,,
Taccocua leschenaultii,,,
Zanclostomus javanicus,,,
Phaenicophaeus curvirostris,,,
Phaenicophaeus oeneicaudus,,,
Phaenicophaeus sumatranus,,,
Phaenicophaeus pyrrhocephalus,,,
Phaenicophaeus viridirostris,,,
Phaenicophaeus diardi,,,
Phaenicophaeus tristis,,,
Rhamphococcyx calyorhynchus,,,
Dasylophus superciliosus,,,
Dasylophus cumingi,,,
Clamator coromandus,,,
Clamator glandarius,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=3D67C56A490A60AE,Least concern
Clamator levaillantii,,,
Clamator jacobinus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=BF0A09546401D245,Least concern
Coccycua minuta,,,
Coccycua pumila,,,
Coccycua cinerea,,,
Piaya mexicana,,,
Piaya cayana,,,
Piaya melanogaster,,,
Coccyzus melacoryphus,,,
Coccyzus americanus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=0CF12F8155708DC8,Least concern
Coccyzus euleri,,,
Coccyzus minor,,,
Coccyzus ferrugineus,,,
Coccyzus erythropthalmus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=41E9F54BDA04ACBA,Least concern
Coccyzus lansbergi,,,
Coccyzus pluvialis,,,
Coccyzus rufigularis,,,
Coccyzus vetula,,,
Coccyzus vieilloti,,,
Coccyzus merlini,,,
Coccyzus longirostris,,,
Nannococcyx psix,,,
Pachycoccyx audeberti,,,
Microdynamis parva,,,
Eudynamys scolopaceus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=6150358815172A12,Least concern
Eudynamys melanorhynchus,,,
Eudynamys orientalis,,,
Urodynamis taitensis,,,
Scythrops novaehollandiae,,,
Chrysococcyx maculatus,,,
Chrysococcyx xanthorhynchus,,,
Chrysococcyx caprius,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=0482FA7E6D2B02F4,Least concern
Chrysococcyx klaas,,,
Chrysococcyx flavigularis,,,
Chrysococcyx cupreus,,,
Chalcites megarhynchus,,,
Chalcites basalis,,,
Chalcites osculans,,,
Chalcites ruficollis,,,
Chalcites lucidus,,,
Chalcites meyerii,,,
Chalcites minutillus,,,
Chalcites crassirostris,,,
Heteroscenes pallidus,,,
Caliechthrus leucolophus,,,
Cacomantis castaneiventris,,,
Cacomantis flabelliformis,,,
Cacomantis sonneratii,,,
Cacomantis merulinus,,,
Cacomantis passerinus,,,
Cacomantis sepulcralis,,,
Cacomantis virescens,,,
Cacomantis aeruginosus,,,
Cacomantis variolosus,,,
Cacomantis addendus,,,
Cacomantis blandus,,,
Cercococcyx mechowi,,,
Cercococcyx olivinus,,,
Cercococcyx montanus,,,
Surniculus dicruroides,,,
Surniculus velutinus,,,
Surniculus lugubris,,,
Surniculus musschenbroeki,,,
Hierococcyx vagans,,,
Hierococcyx sparverioides,,,
Hierococcyx bocki,,,
Hierococcyx varius,,,
Hierococcyx hyperythrus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=207B35376E56241B,Least concern
Hierococcyx pectoralis,,,
Hierococcyx nisicolor,,,
Hierococcyx fugax,,,
Cuculus clamosus,,,
Cuculus solitarius,,,
Cuculus poliocephalus,,,
Cuculus crassirostris,,,
Cuculus micropterus,,,
Cuculus gularis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=66931B3F993D2FCE,Least concern
Cuculus rochii,,,
Cuculus saturatus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=66812DE278F9AD07,Least concern
Cuculus lepidus,,,
Cuculus canorus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B3D2C3C5B73EC8E8,Least concern
Cuculus optatus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=6A735030417F672E,Least concern
Eurostopodus argus,,,
Eurostopodus nigripennis,,,
Eurostopodus exul,,,
Eurostopodus mystacalis,,,
Eurostopodus diabolicus,,,
Eurostopodus papuensis,,,
Eurostopodus archboldi,,,
Lyncornis temminckii,,,
Lyncornis macrotis,,,
Gactornis enarratus,,,
Chordeiles nacunda,,,
Chordeiles pusillus,,,
Chordeiles rupestris,,,
Chordeiles acutipennis,,,
Chordeiles minor,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=24E39ACD5692DA4A,Least concern
